Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_019218173.1	208884	210519		minus	uncharacterized protein LOC111338983	LOC111338983	111338983	protein-coding	XM_022945555.1	Spis_XP_022801290_1	208	
NW_019218173.1	213775	214197		minus	late histone H2A.2.2	LOC111338984	111338984	protein-coding	XM_022945557.1	Spis_XP_022801292_1	126	
NW_019218173.1	214474	214951		plus	late histone H2B.L4-like	LOC111338979	111338979	protein-coding	XM_022945546.1	Spis_XP_022801281_1	121	
NW_019218173.1	215616	254252		minus	regulator of G-protein signaling 12-like isoform X1	LOC111338972	111338972	protein-coding	XM_022945538.1	Spis_XP_022801273_1	1771	
NW_019218173.1	264911	273630		plus	uncharacterized protein LOC111338981 isoform X1	LOC111338981	111338981	protein-coding	XM_022945548.1	Spis_XP_022801283_1	315	
NW_019218173.1	276272	284156		plus	uncharacterized protein LOC111338964	LOC111338964	111338964	protein-coding	XM_022945531.1	Spis_XP_022801266_1	222	
NW_019218174.1	8980	17867		minus	uncharacterized protein LOC111339012	LOC111339012	111339012	protein-coding	XM_022945589.1	Spis_XP_022801324_1	119	
NW_019218174.1	54313	58151		plus	uncharacterized gene	LOC111338989	111338989	pseudogene				
NW_019218174.1	72699	77855		plus	multidrug resistance-associated protein 4-like	LOC111338990	111338990	protein-coding	XM_022945566.1	Spis_XP_022801301_1	967	
NW_019218174.1	85308	87199		minus	uncharacterized gene	LOC111338991	111338991	pseudogene				
NW_019218174.1	89085	97154		plus	multidrug resistance-associated protein 4-like	LOC111338992	111338992	protein-coding	XM_022945567.1	Spis_XP_022801302_1	1278	
NW_019218174.1	99849	101955		minus	uncharacterized protein LOC111339005	LOC111339005	111339005	protein-coding	XM_022945581.1	Spis_XP_022801316_1	227	
NW_019218174.1	103480	108055		plus	uncharacterized protein LOC111339004	LOC111339004	111339004	protein-coding	XM_022945580.1	Spis_XP_022801315_1	566	
NW_019218174.1	109735	117666		plus	uncharacterized protein LOC111338993	LOC111338993	111338993	protein-coding	XM_022945568.1	Spis_XP_022801303_1	745	
NW_019218174.1	117682	120098		minus	testis-specific serine/threonine-protein kinase 4-like	LOC111338985	111338985	protein-coding	XM_022945558.1	Spis_XP_022801293_1	329	
NW_019218174.1	120242	124061		plus	coiled-coil domain-containing protein 169-like	LOC111339011	111339011	protein-coding	XM_022945588.1	Spis_XP_022801323_1	294	
NW_019218174.1	135719	138909		plus	UPF0462 protein C4orf33 homolog	LOC111338994	111338994	protein-coding	XM_022945569.1	Spis_XP_022801304_1	185	
NW_019218174.1	139323	140635		minus	uncharacterized protein LOC111339001	LOC111339001	111339001	protein-coding	XM_022945577.1	Spis_XP_022801312_1	405	
NW_019218174.1	140635	141938		minus	uncharacterized protein LOC111339000	LOC111339000	111339000	protein-coding	XM_022945576.1	Spis_XP_022801311_1	426	
NW_019218174.1	142139	145397		plus	mitochondrial inner membrane protease ATP23 homolog	LOC111339002	111339002	protein-coding	XM_022945578.1	Spis_XP_022801313_1	205	
NW_019218174.1	145640	163375		minus	U3 small nucleolar RNA-interacting protein 2-like	LOC111339003	111339003	protein-coding	XM_022945579.1	Spis_XP_022801314_1	480	
NW_019218174.1	165420	199705		minus	uncharacterized protein LOC111338999 isoform X1	LOC111338999	111338999	protein-coding	XM_022945573.1	Spis_XP_022801308_1	1305	
NW_019218174.1	201183	204644		minus	multifunctional protein ADE2-like	LOC111338988	111338988	protein-coding	XM_022945564.1	Spis_XP_022801299_1	426	
NW_019218174.1	204717	209955		plus	amidophosphoribosyltransferase-like	LOC111338987	111338987	protein-coding	XM_022945563.1	Spis_XP_022801298_1	509	
NW_019218174.1	210478	242336		minus	serine/threonine-protein kinase DCLK1-like isoform X1	LOC111338986	111338986	protein-coding	XM_022945559.1	Spis_XP_022801294_1	959	
NW_019218174.1	247017	250651		plus	uncharacterized gene	LOC111339013	111339013	pseudogene				
NW_019218174.1	258488	260059		minus	beta-1 adrenergic receptor-like	LOC111339009	111339009	protein-coding	XM_022945584.1	Spis_XP_022801319_1	330	
NW_019218174.1	262792	264003		minus	beta-1 adrenergic receptor-like	LOC111339008	111339008	protein-coding	XM_022945583.1	Spis_XP_022801318_1	333	
NW_019218174.1	264807	266009		plus	beta-2 adrenergic receptor-like	LOC111339010	111339010	protein-coding	XM_022945587.1	Spis_XP_022801322_1	299	
NW_019218174.1	268239	270899		minus	dopamine receptor 2-like	LOC111339007	111339007	protein-coding	XM_022945582.1	Spis_XP_022801317_1	335	
NW_019218174.1	278272	279282		minus	histamine H2 receptor-like	LOC111338995	111338995	protein-coding	XM_022945570.1	Spis_XP_022801305_1	336	
NW_019218174.1	295482	300070		minus	beta-1 adrenergic receptor-like	LOC111338997	111338997	protein-coding	XM_022945571.1	Spis_XP_022801306_1	299	
NW_019218174.1	301042	301786		plus	uncharacterized protein LOC111338998	LOC111338998	111338998	protein-coding	XM_022945572.1	Spis_XP_022801307_1	226	
NW_019218175.1	7188	8962		plus	piggyBac transposable element-derived protein 4-like	LOC111339047	111339047	protein-coding	XM_022945625.1	Spis_XP_022801360_1	487	
NW_019218175.1	12275	13331		minus	protein ALP1-like	LOC111339050	111339050	protein-coding	XM_022945629.1	Spis_XP_022801364_1	336	
NW_019218175.1	27532	30325		plus	uncharacterized protein LOC111339015	LOC111339015	111339015	protein-coding	XM_022945591.1	Spis_XP_022801326_1	384	
NW_019218175.1	34191	36249		plus	zinc finger protein 260-like	LOC111339042	111339042	protein-coding	XM_022945621.1	Spis_XP_022801356_1	173	
NW_019218175.1	41254	43624		minus	uncharacterized protein LOC111339014	LOC111339014	111339014	protein-coding	XM_022945590.1	Spis_XP_022801325_1	519	
NW_019218175.1	50447	52206		plus	carbonic anhydrase 2-like	LOC111339017	111339017	protein-coding	XM_022945592.1	Spis_XP_022801327_1	228	
NW_019218175.1	52248	54393		plus	carbonic anhydrase 2-like	LOC111339018	111339018	protein-coding	XM_022945593.1	Spis_XP_022801328_1	209	
NW_019218175.1	61797	62555		minus	uncharacterized protein LOC111339019	LOC111339019	111339019	protein-coding	XM_022945594.1	Spis_XP_022801329_1	252	
NW_019218175.1	81869	87460		plus	carbonic anhydrase 2-like	LOC111339020	111339020	protein-coding	XM_022945596.1	Spis_XP_022801331_1	295	
NW_019218175.1	90528	95438		minus	carbonic anhydrase 2-like	LOC111339044	111339044	protein-coding	XM_022945623.1	Spis_XP_022801358_1	317	
NW_019218175.1	109124	110726		minus	carbonic anhydrase 2-like	LOC111339021	111339021	protein-coding	XM_022945597.1	Spis_XP_022801332_1	260	
NW_019218175.1	115049	121405		minus	carbonic anhydrase 2-like	LOC111339045	111339045	protein-coding	XM_022945624.1	Spis_XP_022801359_1	317	
NW_019218175.1	127804	132368		minus	mucin-like protein	LOC111339022	111339022	protein-coding	XM_022945598.1	Spis_XP_022801333_1	291	
NW_019218175.1	137907	139041		minus	uncharacterized LOC111339051	LOC111339051	111339051	lncRNA	XR_002695633.1			
NW_019218175.1	140636	144599		minus	mucin-like protein	LOC111339023	111339023	protein-coding	XM_022945599.1	Spis_XP_022801334_1	348	
NW_019218175.1	145547	155873		minus	mucin-2-like	LOC111339024	111339024	protein-coding	XM_022945600.1	Spis_XP_022801335_1	654	
NW_019218175.1	165507	173221		minus	uncharacterized gene	LOC111339025	111339025	pseudogene				
NW_019218175.1	175301	177195		minus	transmembrane protein 246-like	LOC111339038	111339038	protein-coding	XM_022945616.1	Spis_XP_022801351_1	377	
NW_019218175.1	178469	182481		minus	AP-4 complex subunit sigma-1-like	LOC111339039	111339039	protein-coding	XM_022945618.1	Spis_XP_022801353_1	143	
NW_019218175.1	182481	184054		plus	uncharacterized protein LOC111339040	LOC111339040	111339040	protein-coding	XM_022945619.1	Spis_XP_022801354_1	110	
NW_019218175.1	184592	189591		plus	uncharacterized protein LOC111339034	LOC111339034	111339034	protein-coding	XM_022945609.1	Spis_XP_022801344_1	446	
NW_019218175.1	189908	198194		minus	serine protease 23-like	LOC111339035	111339035	protein-coding	XM_022945611.1	Spis_XP_022801346_1	383	
NW_019218175.1	203686	215263		minus	kinesin-like protein KIF16B	LOC111339026	111339026	protein-coding	XM_022945601.1	Spis_XP_022801336_1	274	
NW_019218175.1	220191	231641		plus	tetratricopeptide repeat protein 28-like	LOC111339028	111339028	protein-coding	XM_022945602.1	Spis_XP_022801337_1	1248	
NW_019218175.1	231735	237839		minus	tyrosyl-DNA phosphodiesterase 1-like	LOC111339029	111339029	protein-coding	XM_022945603.1	Spis_XP_022801338_1	429	
NW_019218175.1	237886	238500		plus	B9 domain-containing protein 2-like	LOC111339048	111339048	protein-coding	XM_022945626.1	Spis_XP_022801361_1	176	
NW_019218175.1	240523	245600		minus	tubulin-folding cofactor B-like	LOC111339041	111339041	protein-coding	XM_022945620.1	Spis_XP_022801355_1	245	
NW_019218175.1	245680	250773		plus	leucine-rich repeat protein 1-like	LOC111339049	111339049	protein-coding	XM_022945627.1	Spis_XP_022801362_1	419	
NW_019218175.1	252304	253693		plus	serine/threonine-protein kinase Nek6-like	LOC111339043	111339043	protein-coding	XM_022945622.1	Spis_XP_022801357_1	353	
NW_019218175.1	255788	258741		minus	loricrin-like	LOC111339030	111339030	protein-coding	XM_022945604.1	Spis_XP_022801339_1	256	
NW_019218175.1	260139	262256		minus	uncharacterized protein LOC111339031	LOC111339031	111339031	protein-coding	XM_022945606.1	Spis_XP_022801341_1	547	
NW_019218175.1	264771	265735		minus	uncharacterized LOC111339052	LOC111339052	111339052	lncRNA	XR_002695634.1			
NW_019218175.1	279834	281084		minus	uncharacterized protein K02A2.6-like	LOC111339032	111339032	protein-coding	XM_022945607.1	Spis_XP_022801342_1	416	
NW_019218175.1	283265	290436		plus	uncharacterized protein LOC111339033	LOC111339033	111339033	protein-coding	XM_022945608.1	Spis_XP_022801343_1	315	
NW_019218175.1	290472	304465		minus	LOW QUALITY PROTEIN: serine/threonine-protein kinase D1-like	LOC111339037	111339037	protein-coding	XM_022945615.1	Spis_XP_022801350_1	587	
NW_019218176.1	4488	8656		plus	melanocyte-stimulating hormone receptor-like	LOC111339071	111339071	protein-coding	XM_022945649.1	Spis_XP_022801384_1	382	
NW_019218176.1	24688	47052		minus	vascular endothelial growth factor receptor 3-like isoform X1	LOC111339067	111339067	protein-coding	XM_022945643.1	Spis_XP_022801378_1	1295	
NW_019218176.1	47069	49341		minus	uncharacterized LOC111339068	LOC111339068	111339068	lncRNA	XR_002695635.1			
NW_019218176.1	50031	51539		plus	uncharacterized protein LOC111339053	LOC111339053	111339053	protein-coding	XM_022945630.1	Spis_XP_022801365_1	502	
NW_019218176.1	51704	54281		minus	uncharacterized protein LOC111339054	LOC111339054	111339054	protein-coding	XM_022945631.1	Spis_XP_022801366_1	451	
NW_019218176.1	71405	99582		minus	neuropilin-1-like isoform X1	LOC111339065	111339065	protein-coding	XM_022945637.1	Spis_XP_022801372_1	354	
NW_019218176.1	111156	111858		plus	uncharacterized gene	LOC111339055	111339055	pseudogene				
NW_019218176.1	112272	112990		plus	uncharacterized gene	LOC111339056	111339056	pseudogene				
NW_019218176.1	117706	120434		minus	uncharacterized gene	LOC111339058	111339058	pseudogene				
NW_019218176.1	133020	134006		minus	neuropeptide Y receptor type 2-like	LOC111339059	111339059	protein-coding	XM_022945632.1	Spis_XP_022801367_1	328	
NW_019218176.1	177739	179387		plus	uncharacterized protein LOC111339069	LOC111339069	111339069	protein-coding	XM_022945647.1	Spis_XP_022801382_1	452	
NW_019218176.1	179477	180891		minus	uncharacterized protein LOC111339070	LOC111339070	111339070	protein-coding	XM_022945648.1	Spis_XP_022801383_1	408	
NW_019218176.1	190627	191619		minus	visual pigment-like receptor peropsin	LOC111339060	111339060	protein-coding	XM_022945634.1	Spis_XP_022801369_1	330	
NW_019218176.1	237012	237665		minus	SCAN domain-containing protein 3-like	LOC111339061	111339061	protein-coding	XM_022945635.1	Spis_XP_022801370_1	217	
NW_019218176.1	242783	243811		minus	visual pigment-like receptor peropsin	LOC111339062	111339062	protein-coding	XM_022945636.1	Spis_XP_022801371_1	342	
NW_019218176.1	269216	270115		minus	uncharacterized gene	LOC111339063	111339063	pseudogene				
NW_019218176.1	277459	280959		plus	uncharacterized gene	LOC111339064	111339064	pseudogene				
NW_019218177.1	3770	6102		minus	uncharacterized protein LOC111339087	LOC111339087	111339087	protein-coding	XM_022945672.1	Spis_XP_022801407_1	336	
NW_019218177.1	22452	55575		minus	exportin-2-like	LOC111339077	111339077	protein-coding	XM_022945658.1	Spis_XP_022801393_1	965	
NW_019218177.1	58627	60652		plus	acyl-coenzyme A thioesterase 13-like	LOC111339092	111339092	protein-coding	XM_022945678.1	Spis_XP_022801413_1	153	
NW_019218177.1	62080	65092		plus	acyl-coenzyme A thioesterase 13-like	LOC111339081	111339081	protein-coding	XM_022945664.1	Spis_XP_022801399_1	166	
NW_019218177.1	63848	76253		minus	ATPase family AAA domain-containing protein 2-like	LOC111339080	111339080	protein-coding	XM_022945663.1	Spis_XP_022801398_1	1432	
NW_019218177.1	85055	101256		minus	eyes absent homolog 1-like	LOC111339075	111339075	protein-coding	XM_022945655.1	Spis_XP_022801390_1	770	
NW_019218177.1	112045	125979		plus	uncharacterized protein LOC111339091	LOC111339091	111339091	protein-coding	XM_022945677.1	Spis_XP_022801412_1	289	
NW_019218177.1	117601	120696		plus	adenosine receptor A2a-like	LOC111339090	111339090	protein-coding	XM_022945675.1	Spis_XP_022801410_1	307	
NW_019218177.1	127068	131073		plus	ubiquitin-conjugating enzyme E2 L3-like	LOC111339089	111339089	protein-coding	XM_022945674.1	Spis_XP_022801409_1	154	
NW_019218177.1	131291	140552		plus	GPN-loop GTPase 3-like	LOC111339085	111339085	protein-coding	XM_022945670.1	Spis_XP_022801405_1	277	
NW_019218177.1	140730	142925		minus	Rieske domain-containing protein-like	LOC111339086	111339086	protein-coding	XM_022945671.1	Spis_XP_022801406_1	161	
NW_019218177.1	142969	166427		plus	ATP-dependent RNA helicase DHX36-like	LOC111339088	111339088	protein-coding	XM_022945673.1	Spis_XP_022801408_1	1013	
NW_019218177.1	174224	199145		minus	nitric oxide synthase, inducible-like isoform X1	LOC111339078	111339078	protein-coding	XM_022945659.1	Spis_XP_022801394_1	1190	
NW_019218177.1	199178	234030		minus	uncharacterized protein LOC111339076	LOC111339076	111339076	protein-coding	XM_022945657.1	Spis_XP_022801392_1	1356	
NW_019218177.1	234134	237647		plus	dimethylaniline monooxygenase [N-oxide-forming] 2-like	LOC111339079	111339079	protein-coding	XM_022945662.1	Spis_XP_022801397_1	540	
NW_019218177.1	242223	271265		minus	mediator of RNA polymerase II transcription subunit 13-like isoform X1	LOC111339072	111339072	protein-coding	XM_022945650.1	Spis_XP_022801385_1	2130	
NW_019218177.1	281806	293475		minus	beta-glucuronidase-like	LOC111339083	111339083	protein-coding	XM_022945665.1	Spis_XP_022801400_1	663	
NW_019218177.1	293467	304207		plus	beta-glucuronidase-like isoform X1	LOC111339084	111339084	protein-coding	XM_022945666.1	Spis_XP_022801401_1	574	
NW_019218178.1	20	1347		minus	uncharacterized protein LOC111339117	LOC111339117	111339117	protein-coding	XM_022945702.1	Spis_XP_022801437_1	248	
NW_019218178.1	8639	16705		minus	receptor-type tyrosine-protein phosphatase gamma-like	LOC111339125	111339125	protein-coding	XM_022945711.1	Spis_XP_022801446_1	607	
NW_019218178.1	18199	24681		minus	G patch domain-containing protein 1-like	LOC111339129	111339129	protein-coding	XM_022945718.1	Spis_XP_022801453_1	931	
NW_019218178.1	24803	40547		plus	IQ domain-containing protein G-like	LOC111339124	111339124	protein-coding	XM_022945709.1	Spis_XP_022801444_1	388	
NW_019218178.1	40841	46618		minus	histamine H2 receptor-like	LOC111339110	111339110	protein-coding	XM_022945695.1	Spis_XP_022801430_1	330	
NW_019218178.1	50810	52064		minus	uncharacterized LOC111339094	LOC111339094	111339094	lncRNA	XR_002695642.1			
NW_019218178.1	52478	58091		plus	uncharacterized LOC111339093, transcript variant X6	LOC111339093	111339093	lncRNA	XR_002695636.1			
NW_019218178.1	65172	67511		plus	uncharacterized protein LOC111339099	LOC111339099	111339099	protein-coding	XM_022945684.1	Spis_XP_022801419_1	103	
NW_019218178.1	76563	79826		plus	uncharacterized LOC111339103	LOC111339103	111339103	lncRNA	XR_002695645.1			
NW_019218178.1	80719	87194		plus	uncharacterized LOC111339102, transcript variant X2	LOC111339102	111339102	lncRNA	XR_002695643.1			
NW_019218178.1	96256	105862		minus	uncharacterized protein LOC111339118	LOC111339118	111339118	protein-coding	XM_022945703.1	Spis_XP_022801438_1	260	
NW_019218178.1	107221	123475		minus	ubiquitin carboxyl-terminal hydrolase 2-like	LOC111339127	111339127	protein-coding	XM_022945713.1	Spis_XP_022801448_1	641	
NW_019218178.1	124794	130638		plus	B-cell lymphoma 3 protein homolog	LOC111339112	111339112	protein-coding	XM_022945696.1	Spis_XP_022801431_1	443	
NW_019218178.1	130639	133129		minus	uncharacterized LOC111339116	LOC111339116	111339116	lncRNA	XR_002695646.1			
NW_019218178.1	136893	138154		minus	selenoprotein S-like	LOC111339095	111339095	protein-coding	XM_022945679.1	Spis_XP_022801414_1	144	
NW_019218178.1	143255	147019		minus	LOW QUALITY PROTEIN: zinc finger protein 184-like	LOC111339096	111339096	protein-coding	XM_022945680.1	Spis_XP_022801415_1	441	
NW_019218178.1	147522	155924		plus	NF-kappa-B inhibitor alpha-like	LOC111339113	111339113	protein-coding	XM_022945697.1	Spis_XP_022801432_1	389	
NW_019218178.1	156025	157800		minus	D(2)-like dopamine receptor	LOC111339114	111339114	protein-coding	XM_022945700.1	Spis_XP_022801435_1	310	
NW_019218178.1	159989	167337		minus	uncharacterized protein LOC111339115	LOC111339115	111339115	protein-coding	XM_022945701.1	Spis_XP_022801436_1	156	
NW_019218178.1	167417	170943		plus	uncharacterized protein LOC111339109	LOC111339109	111339109	protein-coding	XM_022945694.1	Spis_XP_022801429_1	256	
NW_019218178.1	171637	179779		minus	LOW QUALITY PROTEIN: metabotropic glutamate receptor 3-like	LOC111339108	111339108	protein-coding	XM_022945693.1	Spis_XP_022801428_1	916	
