Hvul_v3_ATP6	MT_ATP6
Hvul_v3_XM_047285909.1	HRH2
Hvul_v3_XM_047285917.1	
Hvul_v3_XM_047285918.1	RAD51D
Hvul_v3_XM_047285919.1	RASSF1
Hvul_v3_XM_047285924.1	AKAP10
Hvul_v3_XM_047285926.1	TMEM17
Hvul_v3_XM_047285928.1	MED25
Hvul_v3_XM_047285930.1	TDO2
Hvul_v3_XM_047285931.1	GGT1
Hvul_v3_XM_047285933.1	
Hvul_v3_XM_047285934.1	RFC5
Hvul_v3_XM_047285935.1	PHKG1
Hvul_v3_XM_047285937.1	ADGRG4
Hvul_v3_XM_047285941.1	
Hvul_v3_XM_047285947.1	APPBP2
Hvul_v3_XM_047285948.1	CCDC65
Hvul_v3_XM_047285949.1	CHD1L
Hvul_v3_XM_047285951.1	SUDS3
Hvul_v3_XM_047285953.1	UNC93A
Hvul_v3_XM_047285954.1	PES1
Hvul_v3_XM_047285955.1	TERF2
Hvul_v3_XM_047285957.1	AFF3
Hvul_v3_XM_047285958.1	ADGRG4
Hvul_v3_XM_047285959.1	
Hvul_v3_XM_047285962.1	
Hvul_v3_XM_047285966.1	
Hvul_v3_XM_047285971.1	
Hvul_v3_XM_047285972.1	HMCN1
Hvul_v3_XM_047285973.1	HIP1
Hvul_v3_XM_047285974.1	HIP1R
Hvul_v3_XM_047285981.1	ADO
Hvul_v3_XM_047285982.1	PIF1
Hvul_v3_XM_047285985.1	GGT1
Hvul_v3_XM_047285986.1	NLE1
Hvul_v3_XM_047285987.1	PHF12
Hvul_v3_XM_047285988.1	ZBED1
Hvul_v3_XM_047285989.1	IFT52
Hvul_v3_XM_047285990.1	
Hvul_v3_XM_047285997.1	PPP4C
Hvul_v3_XM_047285998.1	NUP88
Hvul_v3_XM_047286001.1	HM13
Hvul_v3_XM_047286003.1	CCDC112
Hvul_v3_XM_047286004.1	ABCB10
Hvul_v3_XM_047286005.1	INPP5J
Hvul_v3_XM_047286006.1	CA1
Hvul_v3_XM_047286007.1	
Hvul_v3_XM_047286008.1	
Hvul_v3_XM_047286009.1	
Hvul_v3_XM_047286011.1	
Hvul_v3_XM_047286013.1	OGFOD2
Hvul_v3_XM_047286014.1	
Hvul_v3_XM_047286016.1	MGAT5
Hvul_v3_XM_047286017.1	RNF10
Hvul_v3_XM_047286020.1	
Hvul_v3_XM_047286021.1	
Hvul_v3_XM_047286022.1	
Hvul_v3_XM_047286024.1	ANAPC7
Hvul_v3_XM_047286028.1	
Hvul_v3_XM_047286029.1	SVOP
Hvul_v3_XM_047286032.1	ITIH3
Hvul_v3_XM_047286033.1	ESS2
Hvul_v3_XM_047286034.1	USP30
Hvul_v3_XM_047286035.1	SERINC1
Hvul_v3_XM_047286037.1	
Hvul_v3_XM_047286040.1	TNFAIP2
Hvul_v3_XM_047286041.1	
Hvul_v3_XM_047286042.1	MFSD9
Hvul_v3_XM_047286044.1	TFPI
Hvul_v3_XM_047286049.1	
Hvul_v3_XM_047286050.1	
Hvul_v3_XM_047286051.1	PRSS3
Hvul_v3_XM_047286052.1	PIF1
Hvul_v3_XM_047286053.1	LRRK1
Hvul_v3_XM_047286055.1	UNC80
Hvul_v3_XM_047286058.1	CHIT1
Hvul_v3_XM_047286059.1	CNTD1
Hvul_v3_XM_047286062.1	SH2B1
Hvul_v3_XM_047286064.1	
Hvul_v3_XM_047286066.1	BUD23
Hvul_v3_XM_047286067.1	
Hvul_v3_XM_047286070.1	
Hvul_v3_XM_047286071.1	
Hvul_v3_XM_047286072.1	PGAM5
Hvul_v3_XM_047286074.1	
Hvul_v3_XM_047286077.1	MGAT5
Hvul_v3_XM_047286079.1	ANKFY1
Hvul_v3_XM_047286083.1	
Hvul_v3_XM_047286086.1	ARHGEF3
Hvul_v3_XM_047286087.1	AASDH
Hvul_v3_XM_047286088.1	TIGD1
Hvul_v3_XM_047286089.1	PAH
Hvul_v3_XM_047286090.1	
Hvul_v3_XM_047286092.1	NUDT9
Hvul_v3_XM_047286095.1	
Hvul_v3_XM_047286097.1	
Hvul_v3_XM_047286100.1	PPIL2
Hvul_v3_XM_047286101.1	
Hvul_v3_XM_047286106.1	TAOK2
Hvul_v3_XM_047286107.1	
Hvul_v3_XM_047286108.1	SLC43A2
Hvul_v3_XM_047286109.1	POLDIP2
Hvul_v3_XM_047286112.1	
Hvul_v3_XM_047286116.1	RDH12
Hvul_v3_XM_047286117.1	
Hvul_v3_XM_047286118.1	
Hvul_v3_XM_047286119.1	
Hvul_v3_XM_047286121.1	
Hvul_v3_XM_047286122.1	
Hvul_v3_XM_047286123.1	GPATCH3
Hvul_v3_XM_047286125.1	GPR139
Hvul_v3_XM_047286126.1	SMARCB1
Hvul_v3_XM_047286127.1	
Hvul_v3_XM_047286128.1	LRRC74A
Hvul_v3_XM_047286129.1	
Hvul_v3_XM_047286130.1	EHD4
Hvul_v3_XM_047286131.1	CCDC42
Hvul_v3_XM_047286132.1	BPTF
Hvul_v3_XM_047286134.1	
Hvul_v3_XM_047286135.1	SLC18B1
Hvul_v3_XM_047286137.1	MEP1B
Hvul_v3_XM_047286138.1	JRKL
Hvul_v3_XM_047286140.1	SEPTIN2
Hvul_v3_XM_047286142.1	SEPTIN2
Hvul_v3_XM_047286143.1	SEMA5A
Hvul_v3_XM_047286145.1	FTSJ3
Hvul_v3_XM_047286147.1	
Hvul_v3_XM_047286148.1	
Hvul_v3_XM_047286150.1	
Hvul_v3_XM_047286151.1	
Hvul_v3_XM_047286152.1	NF2
Hvul_v3_XM_047286156.1	RNF34
Hvul_v3_XM_047286159.1	TOX4
Hvul_v3_XM_047286160.1	
Hvul_v3_XM_047286161.1	
Hvul_v3_XM_047286162.1	METTL16
Hvul_v3_XM_047286163.1	ZDHHC8
Hvul_v3_XM_047286164.1	
Hvul_v3_XM_047286165.1	
Hvul_v3_XM_047286166.1	
Hvul_v3_XM_047286169.1	
Hvul_v3_XM_047286170.1	
Hvul_v3_XM_047286172.1	SELENBP1
Hvul_v3_XM_047286173.1	
Hvul_v3_XM_047286174.1	
Hvul_v3_XM_047286175.1	
Hvul_v3_XM_047286176.1	MFSD13A
Hvul_v3_XM_047286177.1	
Hvul_v3_XM_047286182.1	
Hvul_v3_XM_047286183.1	
Hvul_v3_XM_047286184.1	
Hvul_v3_XM_047286185.1	
Hvul_v3_XM_047286186.1	
Hvul_v3_XM_047286193.1	
Hvul_v3_XM_047286195.1	TDRD1
Hvul_v3_XM_047286199.1	
Hvul_v3_XM_047286201.1	NAA25
Hvul_v3_XM_047286203.1	
Hvul_v3_XM_047286204.1	IFT22
Hvul_v3_XM_047286205.1	PTPN13
Hvul_v3_XM_047286207.1	BCR
Hvul_v3_XM_047286208.1	
Hvul_v3_XM_047286209.1	
Hvul_v3_XM_047286210.1	
Hvul_v3_XM_047286211.1	MAPKAPK5
Hvul_v3_XM_047286212.1	
Hvul_v3_XM_047286213.1	MED19
Hvul_v3_XM_047286214.1	HNMT
Hvul_v3_XM_047286216.1	
Hvul_v3_XM_047286218.1	
Hvul_v3_XM_047286219.1	ZBED1
Hvul_v3_XM_047286220.1	MRM1
Hvul_v3_XM_047286221.1	
Hvul_v3_XM_047286227.1	GGT1
Hvul_v3_XM_047286230.1	MORN3
Hvul_v3_XM_047286231.1	HSPA14
Hvul_v3_XM_047286233.1	DHPS
Hvul_v3_XM_047286234.1	
Hvul_v3_XM_047286236.1	SPPL3
Hvul_v3_XM_047286237.1	
Hvul_v3_XM_047286238.1	TMEM120B
Hvul_v3_XM_047286239.1	
Hvul_v3_XM_047286240.1	
Hvul_v3_XM_047286241.1	
Hvul_v3_XM_047286242.1	
Hvul_v3_XM_047286243.1	
Hvul_v3_XM_047286246.1	
Hvul_v3_XM_047286247.1	
Hvul_v3_XM_047286248.1	
Hvul_v3_XM_047286249.1	HHAT
Hvul_v3_XM_047286250.1	MMP25
Hvul_v3_XM_047286251.1	MMP25
Hvul_v3_XM_047286253.1	
Hvul_v3_XM_047286255.1	FGFR3
Hvul_v3_XM_047286256.1	
Hvul_v3_XM_047286257.1	DAO
Hvul_v3_XM_047286258.1	
Hvul_v3_XM_047286259.1	
Hvul_v3_XM_047286260.1	
Hvul_v3_XM_047286261.1	
Hvul_v3_XM_047286263.1	
Hvul_v3_XM_047286264.1	
Hvul_v3_XM_047286265.1	HSPA8
Hvul_v3_XM_047286266.1	GPR1
Hvul_v3_XM_047286271.1	
Hvul_v3_XM_047286273.1	
Hvul_v3_XM_047286274.1	MMP8
Hvul_v3_XM_047286276.1	
Hvul_v3_XM_047286277.1	
Hvul_v3_XM_047286280.1	ERCC8
Hvul_v3_XM_047286281.1	
Hvul_v3_XM_047286282.1	PKD1L2
Hvul_v3_XM_047286283.1	SUPT6H
Hvul_v3_XM_047286284.1	NID2
Hvul_v3_XM_047286288.1	CARF
Hvul_v3_XM_047286289.1	
Hvul_v3_XM_047286290.1	
Hvul_v3_XM_047286291.1	
Hvul_v3_XM_047286292.1	
Hvul_v3_XM_047286295.1	
Hvul_v3_XM_047286298.1	CLUH
Hvul_v3_XM_047286299.1	ZMYM1
Hvul_v3_XM_047286300.1	PTRH2
Hvul_v3_XM_047286301.1	
Hvul_v3_XM_047286302.1	
Hvul_v3_XM_047286303.1	
Hvul_v3_XM_047286304.1	MT_ND2
Hvul_v3_XM_047286305.1	MT_ATP6
Hvul_v3_XM_047286306.1	MT_ND5
Hvul_v3_XM_047286307.1	
Hvul_v3_XM_047286308.1	
Hvul_v3_XM_047286312.1	
Hvul_v3_XM_047286313.1	
Hvul_v3_XM_047286314.1	YPEL1
Hvul_v3_XM_047286315.1	EMG1
Hvul_v3_XM_047286316.1	GPR37
Hvul_v3_XM_047286317.1	ARMC5
Hvul_v3_XM_047286319.1	
Hvul_v3_XM_047286322.1	PIEZO1
Hvul_v3_XM_047286324.1	ZSWIM3
Hvul_v3_XM_047286326.1	PRMT5
Hvul_v3_XM_047286327.1	
Hvul_v3_XM_047286328.1	RNF138
Hvul_v3_XM_047286329.1	
Hvul_v3_XM_047286330.1	
Hvul_v3_XM_047286334.1	
Hvul_v3_XM_047286335.1	PIF1
Hvul_v3_XM_047286337.1	
Hvul_v3_XM_047286338.1	
Hvul_v3_XM_047286339.1	
Hvul_v3_XM_047286340.1	SART3
Hvul_v3_XM_047286342.1	THAP2
Hvul_v3_XM_047286343.1	KIAA1586
Hvul_v3_XM_047286344.1	
Hvul_v3_XM_047286346.1	ZMYM1
Hvul_v3_XM_047286350.1	
Hvul_v3_XM_047286353.1	
Hvul_v3_XM_047286354.1	SELENBP1
Hvul_v3_XM_047286355.1	ADGRG4
Hvul_v3_XM_047286356.1	SMTN
Hvul_v3_XM_047286361.1	
Hvul_v3_XM_047286362.1	
Hvul_v3_XM_047286363.1	
Hvul_v3_XM_047286364.1	ADGRG2
Hvul_v3_XM_047286365.1	GNG2
Hvul_v3_XM_047286367.1	
Hvul_v3_XM_047286368.1	FBXO27
Hvul_v3_XM_047286369.1	ZBED4
Hvul_v3_XM_047286370.1	
Hvul_v3_XM_047286371.1	ERCC6
Hvul_v3_XM_047286372.1	
Hvul_v3_XM_047286373.1	C1QBP
Hvul_v3_XM_047286374.1	
Hvul_v3_XM_047286375.1	
Hvul_v3_XM_047286376.1	
Hvul_v3_XM_047286377.1	CCDC189
Hvul_v3_XM_047286378.1	FUZ
Hvul_v3_XM_047286379.1	
Hvul_v3_XM_047286380.1	
Hvul_v3_XM_047286381.1	AGL
Hvul_v3_XM_047286382.1	
Hvul_v3_XM_047286383.1	MVP
Hvul_v3_XM_047286385.1	RTL1
Hvul_v3_XM_047286386.1	
Hvul_v3_XM_047286387.1	
Hvul_v3_XM_047286388.1	
Hvul_v3_XM_047286389.1	CIT
Hvul_v3_XM_047286390.1	VWF
Hvul_v3_XM_047286393.1	EVA1C
Hvul_v3_XM_047286396.1	MED13
Hvul_v3_XM_047286399.1	ATP2A2
Hvul_v3_XM_047286400.1	
Hvul_v3_XM_047286402.1	MGAT5B
Hvul_v3_XM_047286406.1	DRD2
Hvul_v3_XM_047286407.1	ADRB2
Hvul_v3_XM_047286408.1	
Hvul_v3_XM_047286409.1	LHX5
Hvul_v3_XM_047286411.1	KMT5A
Hvul_v3_XM_047286412.1	
Hvul_v3_XM_047286415.1	
Hvul_v3_XM_047286416.1	
Hvul_v3_XM_047286417.1	ZBED1
Hvul_v3_XM_047286418.1	
Hvul_v3_XM_047286419.1	
Hvul_v3_XM_047286420.1	THAP12
Hvul_v3_XM_047286421.1	
Hvul_v3_XM_047286422.1	ZMYM1
Hvul_v3_XM_047286423.1	ZMYM5
Hvul_v3_XM_047286424.1	RET
Hvul_v3_XM_047286435.1	
Hvul_v3_XM_047286443.1	RAB36
Hvul_v3_XM_047286446.1	ZMYM1
Hvul_v3_XM_047286447.1	THAP2
Hvul_v3_XM_047286448.1	
Hvul_v3_XM_047286449.1	VPS37B
Hvul_v3_XM_047286450.1	
Hvul_v3_XM_047286451.1	
Hvul_v3_XM_047286452.1	
Hvul_v3_XM_047286453.1	
Hvul_v3_XM_047286454.1	RET
Hvul_v3_XM_047286455.1	
Hvul_v3_XM_047286456.1	
Hvul_v3_XM_047286458.1	GRIN1
Hvul_v3_XM_047286460.1	
Hvul_v3_XM_047286461.1	
Hvul_v3_XM_047286462.1	
Hvul_v3_XM_047286463.1	ARL14EP
Hvul_v3_XM_047286464.1	PIF1
Hvul_v3_XM_047286465.1	
Hvul_v3_XM_047286468.1	
Hvul_v3_XM_047286469.1	
Hvul_v3_XM_047286470.1	
Hvul_v3_XM_047286471.1	
Hvul_v3_XM_047286472.1	
Hvul_v3_XM_047286473.1	
Hvul_v3_XM_047286474.1	VPS53
Hvul_v3_XM_047286475.1	CHFR
Hvul_v3_XM_047286478.1	
Hvul_v3_XM_047286479.1	COPS8
Hvul_v3_XM_047286481.1	
Hvul_v3_XM_047286482.1	ACADM
Hvul_v3_XM_047286483.1	
Hvul_v3_XM_047286485.1	
Hvul_v3_XM_047286486.1	
Hvul_v3_XM_047286487.1	
Hvul_v3_XM_047286488.1	CELA1
Hvul_v3_XM_047286489.1	
Hvul_v3_XM_047286490.1	CXXC1
Hvul_v3_XM_047286491.1	
Hvul_v3_XM_047286492.1	
Hvul_v3_XM_047286493.1	
Hvul_v3_XM_047286494.1	
Hvul_v3_XM_047286495.1	ACP2
Hvul_v3_XM_047286496.1	
Hvul_v3_XM_047286497.1	PITPNM2
Hvul_v3_XM_047286504.1	
Hvul_v3_XM_047286505.1	JADE1
Hvul_v3_XM_047286506.1	
Hvul_v3_XM_047286507.1	
Hvul_v3_XM_047286508.1	SACS
Hvul_v3_XM_047286509.1	
Hvul_v3_XM_047286510.1	
Hvul_v3_XM_047286513.1	
Hvul_v3_XM_047286515.1	
Hvul_v3_XM_047286517.1	ZBED1
Hvul_v3_XM_047286519.1	
Hvul_v3_XM_047286520.1	
Hvul_v3_XM_047286522.1	
Hvul_v3_XM_047286523.1	SLC25A20
Hvul_v3_XM_047286524.1	
Hvul_v3_XM_047286525.1	
Hvul_v3_XM_047286526.1	TTC28
Hvul_v3_XM_047286531.1	
Hvul_v3_XM_047286532.1	ATP2B3
Hvul_v3_XM_047286533.1	NLRP3
Hvul_v3_XM_047286544.1	
Hvul_v3_XM_047286545.1	CDIPT
Hvul_v3_XM_047286546.1	HSPA8
Hvul_v3_XM_047286547.1	
Hvul_v3_XM_047286550.1	ZBED9
Hvul_v3_XM_047286551.1	
Hvul_v3_XM_047286553.1	
Hvul_v3_XM_047286554.1	THBS3
Hvul_v3_XM_047286555.1	
Hvul_v3_XM_047286556.1	
Hvul_v3_XM_047286557.1	
Hvul_v3_XM_047286558.1	KIAA0100
Hvul_v3_XM_047286559.1	
Hvul_v3_XM_047286560.1	STX1A
Hvul_v3_XM_047286561.1	STX1A
Hvul_v3_XM_047286562.1	SAMD3
Hvul_v3_XM_047286563.1	ZMYM5
Hvul_v3_XM_047286564.1	
Hvul_v3_XM_047286565.1	
Hvul_v3_XM_047286566.1	
Hvul_v3_XM_047286568.1	EIF4ENIF1
Hvul_v3_XM_047286569.1	GSTCD
Hvul_v3_XM_047286571.1	ZSWIM3
Hvul_v3_XM_047286573.1	SLC43A2
Hvul_v3_XM_047286574.1	ZMYM5
Hvul_v3_XM_047286575.1	MYO18A
Hvul_v3_XM_047286576.1	
Hvul_v3_XM_047286577.1	
Hvul_v3_XM_047286579.1	RET
Hvul_v3_XM_047286580.1	
Hvul_v3_XM_047286581.1	
Hvul_v3_XM_047286582.1	ZMYM1
Hvul_v3_XM_047286583.1	PKD1L2
Hvul_v3_XM_047286585.1	
Hvul_v3_XM_047286586.1	MSI2
Hvul_v3_XM_047286588.1	
Hvul_v3_XM_047286589.1	PIF1
Hvul_v3_XM_047286591.1	NLRP14
Hvul_v3_XM_047286592.1	ERCC6
Hvul_v3_XM_047286593.1	
Hvul_v3_XM_047286594.1	SPEF2
Hvul_v3_XM_047286595.1	
Hvul_v3_XM_047286596.1	
Hvul_v3_XM_047286597.1	SMG6
Hvul_v3_XM_047286598.1	
Hvul_v3_XM_047286599.1	
Hvul_v3_XM_047286601.1	
Hvul_v3_XM_047286602.1	MORC2
Hvul_v3_XM_047286603.1	
Hvul_v3_XM_047286604.1	
Hvul_v3_XM_047286605.1	ZMYM1
Hvul_v3_XM_047286606.1	
Hvul_v3_XM_047286607.1	
Hvul_v3_XM_047286610.1	
Hvul_v3_XM_047286611.1	
Hvul_v3_XM_047286613.1	ZMYM5
Hvul_v3_XM_047286614.1	KCNA4
Hvul_v3_XM_047286615.1	GCN1
Hvul_v3_XM_047286616.1	HINFP
Hvul_v3_XM_047286618.1	
Hvul_v3_XM_047286619.1	ING4
Hvul_v3_XM_047286621.1	
Hvul_v3_XM_047286622.1	HMCN1
Hvul_v3_XM_047286626.1	PELO
Hvul_v3_XM_047286627.1	
Hvul_v3_XM_047286628.1	BRIP1
Hvul_v3_XM_047286631.1	
Hvul_v3_XM_047286632.1	ANKRD55
Hvul_v3_XM_047286634.1	CCDC157
Hvul_v3_XM_047286644.1	ZBED4
Hvul_v3_XM_047286645.1	RET
Hvul_v3_XM_047286648.1	NLRP9
Hvul_v3_XM_047286652.1	
Hvul_v3_XM_047286653.1	
Hvul_v3_XM_047286655.1	
Hvul_v3_XM_047286656.1	
Hvul_v3_XM_047286657.1	
Hvul_v3_XM_047286658.1	CFP
Hvul_v3_XM_047286662.1	
Hvul_v3_XM_047286664.1	TIGD6
Hvul_v3_XM_047286666.1	NLRP14
Hvul_v3_XM_047286671.1	
Hvul_v3_XM_047286675.1	
Hvul_v3_XM_047286676.1	THAP12
Hvul_v3_XM_047286677.1	
Hvul_v3_XM_047286679.1	ACAD9
Hvul_v3_XM_047286682.1	
Hvul_v3_XM_047286683.1	MGAT5
Hvul_v3_XM_047286686.1	
Hvul_v3_XM_047286691.1	CLYBL
Hvul_v3_XM_047286695.1	
Hvul_v3_XM_047286696.1	RET
Hvul_v3_XM_047286697.1	REG1B
Hvul_v3_XM_047286698.1	OPN5
Hvul_v3_XM_047286699.1	
Hvul_v3_XM_047286700.1	
Hvul_v3_XM_047286702.1	DHX37
Hvul_v3_XM_047286703.1	MMP14
Hvul_v3_XM_047286704.1	QRFPR
Hvul_v3_XM_047286705.1	
Hvul_v3_XM_047286706.1	THBS1
Hvul_v3_XM_047286709.1	
Hvul_v3_XM_047286710.1	HRH2
Hvul_v3_XM_047286711.1	BRAP
Hvul_v3_XM_047286712.1	THOC5
Hvul_v3_XM_047286713.1	
Hvul_v3_XM_047286714.1	EIF3C
Hvul_v3_XM_047286716.1	
Hvul_v3_XM_047286717.1	
Hvul_v3_XM_047286718.1	
Hvul_v3_XM_047286720.1	HPGDS
Hvul_v3_XM_047286721.1	LRP1
Hvul_v3_XM_047286723.1	
Hvul_v3_XM_047286724.1	
Hvul_v3_XM_047286725.1	
Hvul_v3_XM_047286726.1	GRK3
Hvul_v3_XM_047286727.1	SBNO1
Hvul_v3_XM_047286728.1	SPATA22
Hvul_v3_XM_047286729.1	
Hvul_v3_XM_047286730.1	MAPK7
Hvul_v3_XM_047286732.1	MTMR3
Hvul_v3_XM_047286733.1	
Hvul_v3_XM_047286734.1	
Hvul_v3_XM_047286735.1	
Hvul_v3_XM_047286736.1	ING4
Hvul_v3_XM_047286737.1	OSBP
Hvul_v3_XM_047286738.1	
Hvul_v3_XM_047286739.1	URGCP
Hvul_v3_XM_047286742.1	MMP25
Hvul_v3_XM_047286744.1	
Hvul_v3_XM_047286745.1	
Hvul_v3_XM_047286746.1	
Hvul_v3_XM_047286747.1	MFSD9
Hvul_v3_XM_047286750.1	
Hvul_v3_XM_047286753.1	
Hvul_v3_XM_047286754.1	TRPC6
Hvul_v3_XM_047286755.1	
Hvul_v3_XM_047286756.1	
Hvul_v3_XM_047286757.1	
Hvul_v3_XM_047286758.1	NLRP14
Hvul_v3_XM_047286761.1	NLK
Hvul_v3_XM_047286762.1	AC106886.6
Hvul_v3_XM_047286766.1	SVOP
Hvul_v3_XM_047286770.1	
Hvul_v3_XM_047286772.1	PAH
Hvul_v3_XM_047286774.1	MRC1
Hvul_v3_XM_047286775.1	
Hvul_v3_XM_047286780.1	
Hvul_v3_XM_047286783.1	
Hvul_v3_XM_047286787.1	
Hvul_v3_XM_047286788.1	
Hvul_v3_XM_047286790.1	
Hvul_v3_XM_047286791.1	
Hvul_v3_XM_047286792.1	
Hvul_v3_XM_047286795.1	ULK2
Hvul_v3_XM_047286796.1	ANKRD13B
Hvul_v3_XM_047286797.1	
Hvul_v3_XM_047286799.1	TG
Hvul_v3_XM_047286802.1	TSTD1
Hvul_v3_XM_047286803.1	
Hvul_v3_XM_047286806.1	
Hvul_v3_XM_047286807.1	DDX52
Hvul_v3_XM_047286809.1	ROGDI
Hvul_v3_XM_047286811.1	
Hvul_v3_XM_047286812.1	SLC43A3
Hvul_v3_XM_047286815.1	SLF1
Hvul_v3_XM_047286817.1	
Hvul_v3_XM_047286819.1	
Hvul_v3_XM_047286821.1	HARBI1
Hvul_v3_XM_047286822.1	ARHGAP6
Hvul_v3_XM_047286823.1	PDPK1
Hvul_v3_XM_047286830.1	
Hvul_v3_XM_047286831.1	UQCRC2
Hvul_v3_XM_047286833.1	FOXRED2
Hvul_v3_XM_047286834.1	DRG2
Hvul_v3_XM_047286835.1	POLD2
Hvul_v3_XM_047286836.1	NUP62
Hvul_v3_XM_047286838.1	WDR13
Hvul_v3_XM_047286839.1	LUC7L3
Hvul_v3_XM_047286842.1	PKD1L2
Hvul_v3_XM_047286843.1	
Hvul_v3_XM_047286844.1	MGAT5B
Hvul_v3_XM_047286845.1	TRAF6
Hvul_v3_XM_047286846.1	
Hvul_v3_XM_047286848.1	
Hvul_v3_XM_047286849.1	
Hvul_v3_XM_047286850.1	HGS
Hvul_v3_XM_047286853.1	PIF1
Hvul_v3_XM_047286854.1	PIF1
Hvul_v3_XM_047286855.1	
Hvul_v3_XM_047286856.1	
Hvul_v3_XM_047286857.1	
Hvul_v3_XM_047286858.1	TIGD4
Hvul_v3_XM_047286859.1	CHIT1
Hvul_v3_XM_047286860.1	THAP12
Hvul_v3_XM_047286861.1	
Hvul_v3_XM_047286862.1	ZBED4
Hvul_v3_XM_047286863.1	
Hvul_v3_XM_047286864.1	
Hvul_v3_XM_047286865.1	
Hvul_v3_XM_047286866.1	
Hvul_v3_XM_047286867.1	
Hvul_v3_XM_047286868.1	
Hvul_v3_XM_047286869.1	
Hvul_v3_XM_047286870.1	
Hvul_v3_XM_047286871.1	
Hvul_v3_XM_047286872.1	
Hvul_v3_XM_047286873.1	
Hvul_v3_XM_047286874.1	
Hvul_v3_XM_047286875.1	
Hvul_v3_XM_047286876.1	
Hvul_v3_XM_047286877.1	
Hvul_v3_XM_047286878.1	E2F7
Hvul_v3_XM_047286879.1	
Hvul_v3_XM_047286880.1	TIGD6
Hvul_v3_XM_047286881.1	
Hvul_v3_XM_047286882.1	
Hvul_v3_XM_047286883.1	TNC
Hvul_v3_XM_047286884.1	
Hvul_v3_XM_047286885.1	
Hvul_v3_XM_047286886.1	
Hvul_v3_XM_047286887.1	
Hvul_v3_XM_047286888.1	
Hvul_v3_XM_047286889.1	
Hvul_v3_XM_047286890.1	
Hvul_v3_XM_047286891.1	CASR
Hvul_v3_XM_047286892.1	
Hvul_v3_XM_047286893.1	
Hvul_v3_XM_047286895.1	
Hvul_v3_XM_047286896.1	
Hvul_v3_XM_047286897.1	
Hvul_v3_XM_047286898.1	
Hvul_v3_XM_047286899.1	
Hvul_v3_XM_047286900.1	PKD2
Hvul_v3_XM_047286901.1	
Hvul_v3_XM_047286902.1	
Hvul_v3_XM_047286903.1	PKD1L2
Hvul_v3_XM_047286904.1	PKD1L2
Hvul_v3_XM_047286905.1	
Hvul_v3_XM_047286906.1	PKD1L2
Hvul_v3_XM_047286907.1	
Hvul_v3_XM_047286908.1	ZBED4
Hvul_v3_XM_047286909.1	
Hvul_v3_XM_047286910.1	
Hvul_v3_XM_047286911.1	
Hvul_v3_XM_047286912.1	
Hvul_v3_XM_047286913.1	PIF1
Hvul_v3_XM_047286914.1	
Hvul_v3_XM_047286915.1	SETMAR
Hvul_v3_XM_047286916.1	
Hvul_v3_XM_047286917.1	
Hvul_v3_XM_047286918.1	KIF18A
Hvul_v3_XM_047286919.1	
Hvul_v3_XM_047286920.1	ZMYM1
Hvul_v3_XM_047286921.1	
Hvul_v3_XM_047286922.1	
Hvul_v3_XM_047286923.1	
Hvul_v3_XM_047286924.1	
Hvul_v3_XM_047286925.1	PIF1
Hvul_v3_XM_047286926.1	
Hvul_v3_XM_047286927.1	
Hvul_v3_XM_047286928.1	
Hvul_v3_XM_047286929.1	
Hvul_v3_XM_047286930.1	
Hvul_v3_XM_047286931.1	ZMYM5
Hvul_v3_XM_047286932.1	
Hvul_v3_XM_047286933.1	
Hvul_v3_XM_047286934.1	ZBED4
Hvul_v3_XM_047286935.1	TRAF5
Hvul_v3_XM_047286936.1	
Hvul_v3_XM_047286937.1	
Hvul_v3_XM_047286938.1	
Hvul_v3_XM_047286939.1	
Hvul_v3_XM_047286940.1	CASR
Hvul_v3_XM_047286941.1	
Hvul_v3_XM_047286942.1	
Hvul_v3_XM_047286943.1	
Hvul_v3_XM_047286944.1	
Hvul_v3_XM_047286946.1	SETMAR
Hvul_v3_XM_047286947.1	H1_0
Hvul_v3_XM_047286948.1	H2BC13
Hvul_v3_XM_047286949.1	
Hvul_v3_XM_047286950.1	MBOAT7
Hvul_v3_XM_047286951.1	
Hvul_v3_XM_047286952.1	
Hvul_v3_XM_047286953.1	
Hvul_v3_XM_047286954.1	
Hvul_v3_XM_047286955.1	ZBED4
Hvul_v3_XM_047286956.1	
Hvul_v3_XM_047286957.1	
Hvul_v3_XM_047286958.1	
Hvul_v3_XM_047286959.1	HARBI1
Hvul_v3_XM_047286960.1	
Hvul_v3_XM_047286961.1	TIGD6
Hvul_v3_XM_047286962.1	
Hvul_v3_XM_047286963.1	
Hvul_v3_XM_047286964.1	PIF1
Hvul_v3_XM_047286965.1	PIF1
Hvul_v3_XM_047286966.1	
Hvul_v3_XM_047286967.1	RPTOR
Hvul_v3_XM_047286968.1	PIF1
Hvul_v3_XM_047286969.1	PIF1
Hvul_v3_XM_047286970.1	
Hvul_v3_XM_047286971.1	PIF1
Hvul_v3_XM_047286972.1	
Hvul_v3_XM_047286973.1	
Hvul_v3_XM_047286974.1	
Hvul_v3_XM_047286975.1	THAP12
Hvul_v3_XM_047286976.1	ZMYM1
Hvul_v3_XM_047286977.1	
Hvul_v3_XM_047286978.1	ZMYM1
Hvul_v3_XM_047286979.1	
Hvul_v3_XM_047286980.1	ERCC6
Hvul_v3_XM_047286981.1	TIGD6
Hvul_v3_XM_047286982.1	
Hvul_v3_XM_047286983.1	
