ko	uniprot_entry	ensembl_transcript	name	name_long
K17308	Q60590	Mmus_ENSMUST00000030044	ORM, AGP	alpha-1-acid glycoprotein
K17308	P07361	Mmus_ENSMUST00000075341	ORM, AGP	alpha-1-acid glycoprotein
K17309	G3X924	Mmus_ENSMUST00000048452	PLVAP	plasmalemma vesicle-associated protein
K17310	P31532	Mmus_ENSMUST00000006952	SAA	serum amyloid A protein
K17310	P04918	Mmus_ENSMUST00000006956	SAA	serum amyloid A protein
K17310	P05367	Mmus_ENSMUST00000075982	SAA	serum amyloid A protein
K17310	P05366	Mmus_ENSMUST00000128088	SAA	serum amyloid A protein
K17310	P05367	Mmus_ENSMUST00000210769	SAA	serum amyloid A protein
K17332	Q60591	Mmus_ENSMUST00000074618	NFATC2, NFAT1, NFATP	nuclear factor of activated T-cells, cytoplasmic 2
K17332	Q60591	Mmus_ENSMUST00000109184	NFATC2, NFAT1, NFATP	nuclear factor of activated T-cells, cytoplasmic 2
K17334	Q8K120	Mmus_ENSMUST00000024179	NFATC4, NFAT3	nuclear factor of activated T-cells, cytoplasmic 4
K17334	Q8K120	Mmus_ENSMUST00000172271	NFATC4, NFAT3	nuclear factor of activated T-cells, cytoplasmic 4
K17335	Q9WV30	Mmus_ENSMUST00000075922	NFAT5	nuclear factor of activated T-cells 5
K17335	Q9WV30	Mmus_ENSMUST00000125721	NFAT5	nuclear factor of activated T-cells 5
K17335	Q9WV30	Mmus_ENSMUST00000133026	NFAT5	nuclear factor of activated T-cells 5
K17335	Q9WV30	Mmus_ENSMUST00000151114	NFAT5	nuclear factor of activated T-cells 5
K17335	Q9WV30	Mmus_ENSMUST00000169453	NFAT5	nuclear factor of activated T-cells 5
K17336	Q99K51	Mmus_ENSMUST00000033547	PLS3	plastin-3
K17336	Q99K51	Mmus_ENSMUST00000114057	PLS3	plastin-3
K17336	Q99K51	Mmus_ENSMUST00000114059	PLS3	plastin-3
K17337	P62965	Mmus_ENSMUST00000034830	CRABP1	cellular retinoic acid-binding protein 1
K17338	Q99KK1	Mmus_ENSMUST00000020023	REEP1_2_3_4	receptor expression-enhancing protein 1/2/3/4
K17338	Q8VCD6	Mmus_ENSMUST00000043484	REEP1_2_3_4	receptor expression-enhancing protein 1/2/3/4
K17338	Q8K072	Mmus_ENSMUST00000047218	REEP1_2_3_4	receptor expression-enhancing protein 1/2/3/4
K17338	Q8BGH4	Mmus_ENSMUST00000121469	REEP1_2_3_4	receptor expression-enhancing protein 1/2/3/4
K17339	Q8BH66	Mmus_ENSMUST00000021466	ATL	atlastin [EC:3.6.5.-]
K17339	Q91YH5	Mmus_ENSMUST00000025668	ATL	atlastin [EC:3.6.5.-]
K17339	Q6PA06	Mmus_ENSMUST00000068282	ATL	atlastin [EC:3.6.5.-]
K17340	Q9WVH9	Mmus_ENSMUST00000021603	FBLN5	fibulin 5
K17341	D3YXG0	Mmus_ENSMUST00000074783	HMCN	hemicentin
K17341	D3YXG0	Mmus_ENSMUST00000137197	HMCN	hemicentin
K17342	Q501P1	Mmus_ENSMUST00000028864	FBLN7	fibulin 7
K17342	Q501P1	Mmus_ENSMUST00000110324	FBLN7	fibulin 7
K17343	P15499	Mmus_ENSMUST00000024773	PRPH2, TSPAN22	peripherin-2
K17344	P32958	Mmus_ENSMUST00000096242	ROM1, TSPAN23	rod outer segment membrane protein 1
K17345	P62080	Mmus_ENSMUST00000029800	TSPAN5	tetraspanin-5
K17346	Q8R3S2	Mmus_ENSMUST00000046750	TSPAN33	tetraspanin-33
K17346	Q8R3S2	Mmus_ENSMUST00000115250	TSPAN33	tetraspanin-33
K17347	Q9D132	Mmus_ENSMUST00000006476	UPK1	uroplakin-1
K17347	Q9Z2C6	Mmus_ENSMUST00000057767	UPK1	uroplakin-1
K17348	Q99J59	Mmus_ENSMUST00000030465	TSPAN1	tetraspanin-1
K17349	Q8R3G9	Mmus_ENSMUST00000035563	TSPAN8	tetraspanin-8
K17349	Q8R3G9	Mmus_ENSMUST00000080630	TSPAN8	tetraspanin-8
K17349	Q8R3G9	Mmus_ENSMUST00000179196	TSPAN8	tetraspanin-8
K17350	Q8BJU2	Mmus_ENSMUST00000032503	TSPAN9	tetraspanin-9
K17350	Q8BJU2	Mmus_ENSMUST00000112171	TSPAN9	tetraspanin-9
K17350	Q8BJU2	Mmus_ENSMUST00000112173	TSPAN9	tetraspanin-9
K17351	Q3UGA5	Mmus_ENSMUST00000044105	TSPAN10	tetraspanin-10
K17352	Q9D1D1	Mmus_ENSMUST00000032501	TSPAN11	tetraspanin-11
K17353	Q80WR1	Mmus_ENSMUST00000028646	TSPAN18	tetraspanin-18
K17353	Q80WR1	Mmus_ENSMUST00000111265	TSPAN18	tetraspanin-18
K17354	Q922J6	Mmus_ENSMUST00000029451	TSPAN2	tetraspanin-2
K17355	Q8BKT6	Mmus_ENSMUST00000031678	TSPAN12	tetraspanin-12
K17355	Q8BKT6	Mmus_ENSMUST00000120965	TSPAN12	tetraspanin-12
K17356	Q9D8C2	Mmus_ENSMUST00000020896	TSPAN13_31	tetraspanin-13/31
K17356	Q9CQ88	Mmus_ENSMUST00000060991	TSPAN13_31	tetraspanin-13/31
K17359	Q9JHH2	Mmus_ENSMUST00000009396	TSPAN32	tetraspanin-32
K17360	Q91V12	Mmus_ENSMUST00000030779	ACOT7	acyl-coenzyme A thioesterase 7 [EC:3.1.2.2]
K17360	Q91V12	Mmus_ENSMUST00000075363	ACOT7	acyl-coenzyme A thioesterase 7 [EC:3.1.2.2]
K17360	Q91V12	Mmus_ENSMUST00000105652	ACOT7	acyl-coenzyme A thioesterase 7 [EC:3.1.2.2]
K17360	E9PYH2	Mmus_ENSMUST00000167926	ACOT7	acyl-coenzyme A thioesterase 7 [EC:3.1.2.2]
K17361	Q9R0X4	Mmus_ENSMUST00000026324	ACOT9	acyl-coenzyme A thioesterase 9 [EC:3.1.2.-]
K17361	Q32MW3	Mmus_ENSMUST00000052910	ACOT9	acyl-coenzyme A thioesterase 9 [EC:3.1.2.-]
K17362	Q9CQR4	Mmus_ENSMUST00000006900	ACOT13	acyl-coenzyme A thioesterase 13 [EC:3.1.2.-]
K17382	Q9EP89	Mmus_ENSMUST00000034929	LACTB	serine beta-lactamase-like protein LACTB, mitochondrial
K17383	Q9QXV8	Mmus_ENSMUST00000022709	SPRY2	protein sprouty homolog 2
K17385	Q9WTP2	Mmus_ENSMUST00000025295	SPRY4	protein sprouty homolog 4
K17386	A0A0R4IZW4	Mmus_ENSMUST00000000500	PDGFB	platelet-derived growth factor subunit B
K17387	E9Q5G3	Mmus_ENSMUST00000034815	KIF23	kinesin family member 23
K17388	F8VPK5	Mmus_ENSMUST00000020904	ROCK2	Rho-associated protein kinase 2 [EC:2.7.11.39]
K17390	Q9CPY3	Mmus_ENSMUST00000025704	CDCA5	sororin
K17391	O88477	Mmus_ENSMUST00000013559	IGF2BP1	insulin-like growth factor 2 mRNA-binding protein 1
K17392	Q5SF07	Mmus_ENSMUST00000100052	IGF2BP2	insulin-like growth factor 2 mRNA-binding protein 2
K17398	O88508	Mmus_ENSMUST00000020991	DNMT3A	DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]
K17398	O88508	Mmus_ENSMUST00000172689	DNMT3A	DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]
K17398	O88508	Mmus_ENSMUST00000174817	DNMT3A	DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]
K17399	Q3KR45	Mmus_ENSMUST00000056495	DNMT3B	DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
K17399	O88509	Mmus_ENSMUST00000072997	DNMT3B	DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
K17399	O88509	Mmus_ENSMUST00000081628	DNMT3B	DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
K17399	O88509	Mmus_ENSMUST00000088976	DNMT3B	DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
K17399	O88509	Mmus_ENSMUST00000103150	DNMT3B	DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
K17399	O88509	Mmus_ENSMUST00000103151	DNMT3B	DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
K17399	Q3KR45	Mmus_ENSMUST00000109771	DNMT3B	DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
K17399	O88509	Mmus_ENSMUST00000109772	DNMT3B	DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
K17399	O88509	Mmus_ENSMUST00000109773	DNMT3B	DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
K17399	O88509	Mmus_ENSMUST00000109774	DNMT3B	DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]
K17400	Q9CWR8	Mmus_ENSMUST00000000746	DNMT3L	DNA (cytosine-5)-methyltransferase 3-like
K17400	Q9CWR8	Mmus_ENSMUST00000138785	DNMT3L	DNA (cytosine-5)-methyltransferase 3-like
K17400	Q9CWR8	Mmus_ENSMUST00000151242	DNMT3L	DNA (cytosine-5)-methyltransferase 3-like
K17401	Q9CXW2	Mmus_ENSMUST00000035034	MRPS22	small subunit ribosomal protein S22
K17402	Q8VE22	Mmus_ENSMUST00000024486	MRPS23	small subunit ribosomal protein S23
K17403	Q9CQV5	Mmus_ENSMUST00000154330	MRPS24	small subunit ribosomal protein S24
K17404	Q9D125	Mmus_ENSMUST00000140438	MRPS25	small subunit ribosomal protein S25
K17405	Q80ZS3	Mmus_ENSMUST00000145614	MRPS26	small subunit ribosomal protein S26
K17406	Q8BK72	Mmus_ENSMUST00000052249	MRPS27	small subunit ribosomal protein S27
K17407	Q9CY16	Mmus_ENSMUST00000042148	MRPS28	small subunit ribosomal protein S28
K17408	G3X9M0	Mmus_ENSMUST00000090938	DAP3, MRPS29	small subunit ribosomal protein S29
K17408	Q9ER88	Mmus_ENSMUST00000173135	DAP3, MRPS29	small subunit ribosomal protein S29
K17409	Q9D0G0	Mmus_ENSMUST00000022245	MRPS30	small subunit ribosomal protein S30
K17410	Q61733	Mmus_ENSMUST00000033934	MRPS31	small subunit ribosomal protein S31
K17411	Q9D2R8	Mmus_ENSMUST00000031978	MRPS33	small subunit ribosomal protein S33
K17412	Q9JIK9	Mmus_ENSMUST00000043907	MRPS34	small subunit ribosomal protein S34
K17412	Q9JIK9	Mmus_ENSMUST00000154236	MRPS34	small subunit ribosomal protein S34
K17413	A0A0R4J0L6	Mmus_ENSMUST00000036111	MRPS35	small subunit ribosomal protein S35
K17414	Q9CQX8	Mmus_ENSMUST00000109333	MRPS36	small subunit ribosomal protein S36
K17418	Q921S7	Mmus_ENSMUST00000030365	MRPL37	large subunit ribosomal protein L37
K17419	Q8K2M0	Mmus_ENSMUST00000106439	MRPL38	large subunit ribosomal protein L38
K17420	Q9JKF7	Mmus_ENSMUST00000116584	MRPL39	large subunit ribosomal protein L39
K17421	Q9Z2Q5	Mmus_ENSMUST00000023391	MRPL40	large subunit ribosomal protein L40
K17422	Q9CQN7	Mmus_ENSMUST00000045604	MRPL41	large subunit ribosomal protein L41
K17423	Q9CPV3	Mmus_ENSMUST00000075829	MRPL42	large subunit ribosomal protein L42
K17423	Q9CPV3	Mmus_ENSMUST00000218893	MRPL42	large subunit ribosomal protein L42
K17424	Q5RL20	Mmus_ENSMUST00000097715	MRPL43	large subunit ribosomal protein L43
K17425	Q9CY73	Mmus_ENSMUST00000027464	MRPL44	large subunit ribosomal protein L44 [EC:3.1.26.-]
K17426	Q9D0Q7	Mmus_ENSMUST00000019026	MRPL45	large subunit ribosomal protein L45
K17427	Q9EQI8	Mmus_ENSMUST00000032841	MRPL46	large subunit ribosomal protein L46
K17428	Q8K2Y7	Mmus_ENSMUST00000043966	MRPL47, NCM1	large subunit ribosomal protein L47
K17429	E9QPQ8	Mmus_ENSMUST00000150042	MRPL48	large subunit ribosomal protein L48
K17430	Q9CQ40	Mmus_ENSMUST00000007482	MRPL49, NOF1	large subunit ribosomal protein L49
K17431	Q8VDT9	Mmus_ENSMUST00000057829	MRPL50	large subunit ribosomal protein L50
K17432	Q9CPY1	Mmus_ENSMUST00000032485	MRPL51	large subunit ribosomal protein L51
K17433	Q9D0Y8	Mmus_ENSMUST00000010550	MRPL52	large subunit ribosomal protein L52
K17433	Q9D0Y8	Mmus_ENSMUST00000199195	MRPL52	large subunit ribosomal protein L52
K17434	Q9D1H8	Mmus_ENSMUST00000113938	MRPL53	large subunit ribosomal protein L53
K17435	Q9CPW3	Mmus_ENSMUST00000046114	MRPL54	large subunit ribosomal protein L54
K17436	Q9CZ83	Mmus_ENSMUST00000045697	MRPL55	large subunit ribosomal protein L55
K17436	Q9CZ83	Mmus_ENSMUST00000108784	MRPL55	large subunit ribosomal protein L55
K17436	Q9CZ83	Mmus_ENSMUST00000108785	MRPL55	large subunit ribosomal protein L55
K17436	Q9CZ83	Mmus_ENSMUST00000108786	MRPL55	large subunit ribosomal protein L55
K17436	Q9CZ83	Mmus_ENSMUST00000108787	MRPL55	large subunit ribosomal protein L55
K17441	O35615	Mmus_ENSMUST00000054052	ZFPM1, FOG1	zinc finger protein ZFPM1
K17442	Q8CCH7	Mmus_ENSMUST00000053467	ZFPM2, FOG2	zinc finger protein ZFPM2
K17443	P31310	Mmus_ENSMUST00000121043	HOXA10	homrobox protein Hox-A10
K17443	P31310	Mmus_ENSMUST00000125581	HOXA10	homrobox protein Hox-A10
K17444	P31257	Mmus_ENSMUST00000001699	HOXC10	homrobox protein Hox-C10
K17445	O54718	Mmus_ENSMUST00000057314	IRS3	insulin receptor substrate 3
K17446	Q9Z0Y7	Mmus_ENSMUST00000067841	IRS4	insulin receptor substrate 4
K17447	Q8BMC3	Mmus_ENSMUST00000020564	SHC2	SHC-transforming protein 2
K17448	Q61120	Mmus_ENSMUST00000021898	SHC3	SHC-transforming protein 3
K17449	Q6S5L9	Mmus_ENSMUST00000042246	SHC4	SHC-transforming protein 4
K17451	P70351	Mmus_ENSMUST00000100417	EZH1	[histone H3]-lysine27 N-trimethyltransferase EZH1 [EC:2.1.1.356]
K17451	P70351	Mmus_ENSMUST00000107284	EZH1	[histone H3]-lysine27 N-trimethyltransferase EZH1 [EC:2.1.1.356]
K17451	A0A0R4J1C0	Mmus_ENSMUST00000107285	EZH1	[histone H3]-lysine27 N-trimethyltransferase EZH1 [EC:2.1.1.356]
K17452	Q9Z248	Mmus_ENSMUST00000032359	AEBP2	zinc finger protein AEBP2
K17452	Q9Z248	Mmus_ENSMUST00000087614	AEBP2	zinc finger protein AEBP2
K17452	Q9Z248	Mmus_ENSMUST00000095350	AEBP2	zinc finger protein AEBP2
K17452	Q9Z248	Mmus_ENSMUST00000160836	AEBP2	zinc finger protein AEBP2
K17452	Q9Z248	Mmus_ENSMUST00000161335	AEBP2	zinc finger protein AEBP2
K17452	Q9Z248	Mmus_ENSMUST00000162903	AEBP2	zinc finger protein AEBP2
K17452	Q9Z248	Mmus_ENSMUST00000249348	AEBP2	zinc finger protein AEBP2
K17452	Q9Z248	Mmus_ENSMUST00000249350	AEBP2	zinc finger protein AEBP2
K17453	Q9JIG4	Mmus_ENSMUST00000115742	PPP1R3F, R3F	protein phosphatase 1 regulatory subunit 3F
K17453	Q9JIG4	Mmus_ENSMUST00000150787	PPP1R3F, R3F	protein phosphatase 1 regulatory subunit 3F
K17454	Q9CYB4	Mmus_ENSMUST00000000894	E2F1	transcription factor E2F1
K17454	Q61501	Mmus_ENSMUST00000103145	E2F1	transcription factor E2F1
K17455	Q32M02	Mmus_ENSMUST00000026445	FSCN2	fascin2
K17456	Q9QXW4	Mmus_ENSMUST00000031719	FSCN3	fascin 3
K17457	Q3UMT1	Mmus_ENSMUST00000013886	PPP1R12C, MBS85	protein phosphatase 1 regulatory subunit 12C
K17458	Q923M0	Mmus_ENSMUST00000037551	PPP1R16A, MYPT3	protein phosphatase 1 regulatory subunit 16A
K17458	Q923M0	Mmus_ENSMUST00000135388	PPP1R16A, MYPT3	protein phosphatase 1 regulatory subunit 16A
K17459	Q8VHQ3	Mmus_ENSMUST00000045503	PPP1R16B, TIMAP	protein phosphatase 1 regulatory inhibitor subunit 16B
K17459	Q8VHQ3	Mmus_ENSMUST00000052927	PPP1R16B, TIMAP	protein phosphatase 1 regulatory inhibitor subunit 16B
K17459	Q8VHQ3	Mmus_ENSMUST00000103116	PPP1R16B, TIMAP	protein phosphatase 1 regulatory inhibitor subunit 16B
K17460	Q91ZE9	Mmus_ENSMUST00000125860	BMF	Bcl-2-modifying factor
K17461	Q9Z0J1	Mmus_ENSMUST00000030198	RECK, ST15	reversion-inducing-cysteine-rich protein with kazal motifs
K17477	F8VPU2	Mmus_ENSMUST00000026635	FARP1	FERM, RhoGEF and pleckstrin domain-containing protein 1
K17478	Q6P9Q6	Mmus_ENSMUST00000084527	FKBP15, WAFL	FK506-binding protein 15
K17479	Q50H32	Mmus_ENSMUST00000094715	GRXCR1	glutaredoxin domain-containing cysteine-rich protein 1
K17479	G3X9N2	Mmus_ENSMUST00000094715	GRXCR1	glutaredoxin domain-containing cysteine-rich protein 1
K17480	B1AZF3	Mmus_ENSMUST00000064307	AATK, LMTK1	lemur tyrosine kinase 1 [EC:2.7.10.1]
K17481	Q5DU14	Mmus_ENSMUST00000207204	MYO16	myosin XVI
K17481	Q5DU14	Mmus_ENSMUST00000207477	MYO16	myosin XVI
K17482	Q99MY0	Mmus_ENSMUST00000050658	SPZ1	spermatogenic leucine zipper protein 1
K17491	Q922R5	Mmus_ENSMUST00000020755	SMEK, PPP4R3	protein phosphatase 4 regulatory subunit 3
K17491	Q6P2K6	Mmus_ENSMUST00000048305	SMEK, PPP4R3	protein phosphatase 4 regulatory subunit 3
K17491	Q3V0Y1	Mmus_ENSMUST00000088146	SMEK, PPP4R3	protein phosphatase 4 regulatory subunit 3
K17491	Q922R5	Mmus_ENSMUST00000102856	SMEK, PPP4R3	protein phosphatase 4 regulatory subunit 3
K17491	A2ADI4	Mmus_ENSMUST00000113958	SMEK, PPP4R3	protein phosphatase 4 regulatory subunit 3
K17492	Q80WC1	Mmus_ENSMUST00000039127	UBN	ubinuclein
K17492	Q4G0F8	Mmus_ENSMUST00000052449	UBN	ubinuclein
K17492	Q80WC1	Mmus_ENSMUST00000160583	UBN	ubinuclein
K17492	Q4G0F8	Mmus_ENSMUST00000229126	UBN	ubinuclein
K17492	Q4G0F8	Mmus_ENSMUST00000230703	UBN	ubinuclein
K17493	Q80VC9	Mmus_ENSMUST00000057028	CAMSAP	calmodulin-regulated spectrin-associated protein
K17493	A0A0A0MQE5	Mmus_ENSMUST00000114167	CAMSAP	calmodulin-regulated spectrin-associated protein
K17493	Q80VC9	Mmus_ENSMUST00000171962	CAMSAP	calmodulin-regulated spectrin-associated protein
K17493	A2AHC3	Mmus_ENSMUST00000183461	CAMSAP	calmodulin-regulated spectrin-associated protein
K17493	Q8C1B1	Mmus_ENSMUST00000192001	CAMSAP	calmodulin-regulated spectrin-associated protein
K17493	Q80VC9	Mmus_ENSMUST00000207077	CAMSAP	calmodulin-regulated spectrin-associated protein
K17493	Q80VC9	Mmus_ENSMUST00000207432	CAMSAP	calmodulin-regulated spectrin-associated protein
K17493	Q80VC9	Mmus_ENSMUST00000207533	CAMSAP	calmodulin-regulated spectrin-associated protein
K17493	Q80VC9	Mmus_ENSMUST00000207712	CAMSAP	calmodulin-regulated spectrin-associated protein
K17493	Q80VC9	Mmus_ENSMUST00000207970	CAMSAP	calmodulin-regulated spectrin-associated protein
K17493	Q80VC9	Mmus_ENSMUST00000208240	CAMSAP	calmodulin-regulated spectrin-associated protein
K17494	P59054	Mmus_ENSMUST00000035101	CSRNP	cysteine/serine-rich nuclear protein
K17494	P59055	Mmus_ENSMUST00000053910	CSRNP	cysteine/serine-rich nuclear protein
K17494	Q8BGQ2	Mmus_ENSMUST00000061457	CSRNP	cysteine/serine-rich nuclear protein
K17494	P59055	Mmus_ENSMUST00000112394	CSRNP	cysteine/serine-rich nuclear protein
K17494	P59055	Mmus_ENSMUST00000122912	CSRNP	cysteine/serine-rich nuclear protein
K17494	P59055	Mmus_ENSMUST00000145598	CSRNP	cysteine/serine-rich nuclear protein
K17494	P59055	Mmus_ENSMUST00000176109	CSRNP	cysteine/serine-rich nuclear protein
K17494	P59054	Mmus_ENSMUST00000214058	CSRNP	cysteine/serine-rich nuclear protein
K17494	P59054	Mmus_ENSMUST00000215916	CSRNP	cysteine/serine-rich nuclear protein
K17495	Q923L3	Mmus_ENSMUST00000082104	CSMD	CUB and sushi domain-containing protein
K17495	Q80T79	Mmus_ENSMUST00000100670	CSMD	CUB and sushi domain-containing protein
K17495	Q80T79	Mmus_ENSMUST00000162830	CSMD	CUB and sushi domain-containing protein
K17495	V9GX34	Mmus_ENSMUST00000184063	CSMD	CUB and sushi domain-containing protein
K17496	Q9D880	Mmus_ENSMUST00000081946	TIM50	mitochondrial import inner membrane translocase subunit TIM50
K17497	O35621	Mmus_ENSMUST00000023112	PMM	phosphomannomutase [EC:5.4.2.8]
K17497	Q9Z2M7	Mmus_ENSMUST00000023396	PMM	phosphomannomutase [EC:5.4.2.8]
K17497	Q9Z2M7	Mmus_ENSMUST00000230828	PMM	phosphomannomutase [EC:5.4.2.8]
K17498	Q8C1D8	Mmus_ENSMUST00000025243	SPN1, IWS1	transcription factor SPN1
K17499	Q61074	Mmus_ENSMUST00000031032	PPM1G, PP2CG	protein phosphatase 1G [EC:3.1.3.16]
K17500	Q8R0F6	Mmus_ENSMUST00000027534	ILKAP	integrin-linked kinase-associated serine/threonine phosphatase 2C [EC:3.1.3.16]
K17501	Q80TL0	Mmus_ENSMUST00000055438	PPM1E, POPX1	protein phosphatase 1E [EC:3.1.3.16]
K17502	Q8CGA0	Mmus_ENSMUST00000027373	PPM1F, POPX2	protein phosphatase 1F [EC:3.1.3.16]
K17503	Q3UYC0	Mmus_ENSMUST00000067918	PPM1H, ARHCL1	protein phosphatase 1H [EC:3.1.3.16]
K17503	Q3UYC0	Mmus_ENSMUST00000161487	PPM1H, ARHCL1	protein phosphatase 1H [EC:3.1.3.16]
K17504	Q149T7	Mmus_ENSMUST00000002298	PPM1J, PP2CZ	protein phosphatase 1J [EC:3.1.3.16]
K17505	Q8BXN7	Mmus_ENSMUST00000042766	PPM1K, PP2CM	protein phosphatase 1K [EC:3.1.3.16]
K17506	Q8BHN0	Mmus_ENSMUST00000029355	PPM1L, PP2CE	protein phosphatase 1L [EC:3.1.3.16]
K17507	F8WGF9	Mmus_ENSMUST00000076258	PPM1M, PP2CE	protein phosphatase 1M [EC:3.1.3.16]
K17508	Q6NVE9	Mmus_ENSMUST00000053426	PTC7, PPTC7	protein phosphatase PTC7 [EC:3.1.3.16]
K17508	Q6NVE9	Mmus_ENSMUST00000119015	PTC7, PPTC7	protein phosphatase PTC7 [EC:3.1.3.16]
K17509	Q7TSQ8	Mmus_ENSMUST00000039333	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
K17510	Q6J9G1	Mmus_ENSMUST00000049150	STYK1	tyrosine-protein kinase STYK1 [EC:2.7.10.2]
K17510	Q6J9G1	Mmus_ENSMUST00000121078	STYK1	tyrosine-protein kinase STYK1 [EC:2.7.10.2]
K17514	Q9JKF4	Mmus_ENSMUST00000024118	CLEC6A, DECTIN2	C-type lectin domain family 6 member A
K17514	Q7TS58	Mmus_ENSMUST00000078559	CLEC6A, DECTIN2	C-type lectin domain family 6 member A
K17514	Q67DU8	Mmus_ENSMUST00000088455	CLEC6A, DECTIN2	C-type lectin domain family 6 member A
K17514	Q9JKF4	Mmus_ENSMUST00000112554	CLEC6A, DECTIN2	C-type lectin domain family 6 member A
K17515	Q8BRU4	Mmus_ENSMUST00000058352	CLEC9A, CD370	C-type lectin domain family 9 member A
K17515	Q8BRU4	Mmus_ENSMUST00000088075	CLEC9A, CD370	C-type lectin domain family 9 member A
K17515	Q8BRU4	Mmus_ENSMUST00000164513	CLEC9A, CD370	C-type lectin domain family 9 member A
K17515	Q8BRU4	Mmus_ENSMUST00000204860	CLEC9A, CD370	C-type lectin domain family 9 member A
K17516	A0A0R4J0T2	Mmus_ENSMUST00000065289	CLEC12A, CD371	C-type lectin domain family 12 member A
K17517	A0A0R4J0A7	Mmus_ENSMUST00000032261	CLEC12B	C-type lectin domain family 12 member B
K17517	A0A0R4J0A7	Mmus_ENSMUST00000112082	CLEC12B	C-type lectin domain family 12 member B
K17519	Q9EPW4	Mmus_ENSMUST00000009018	CLEC3A	C-type lectin domain family 3 member A
K17520	Q8CFZ6	Mmus_ENSMUST00000026890	CLEC3B	C-type lectin domain family 3 member B
K17521	O88200	Mmus_ENSMUST00000004587	CLEC11A	C-type lectin domain family 11 member A
K17523	Q61362	Mmus_ENSMUST00000082060	CHI3L1_2	chitinase-3-like protein 1/2
K17523	Q61362	Mmus_ENSMUST00000153856	CHI3L1_2	chitinase-3-like protein 1/2
K17523	Q61362	Mmus_ENSMUST00000156873	CHI3L1_2	chitinase-3-like protein 1/2
K17524	O35744	Mmus_ENSMUST00000063062	CHI3L3_4	chitinase 3-like 3/4
K17524	Q91Z98	Mmus_ENSMUST00000082219	CHI3L3_4	chitinase 3-like 3/4
K17524	A0A0G2JDS2	Mmus_ENSMUST00000200146	CHI3L3_4	chitinase 3-like 3/4
K17525	Q922Q9	Mmus_ENSMUST00000118694	CHID1	chitinase domain-containing protein 1
K17525	Q922Q9	Mmus_ENSMUST00000153191	CHID1	chitinase domain-containing protein 1
K17525	A0A0R4J242	Mmus_ENSMUST00000166082	CHID1	chitinase domain-containing protein 1
K17526	Q62010	Mmus_ENSMUST00000000573	OVGP1	oviduct-specific glycoprotein
K17527	O88310	Mmus_ENSMUST00000043094	ITLN	intelectin
K17528	Q8VCP9	Mmus_ENSMUST00000062254	CLEC14A	C-type lectin domain family 14 member A
K17530	Q8BWQ5	Mmus_ENSMUST00000111879	DCLK3	doublecortin-like kinase 3 [EC:2.7.11.1]
K17531	H7BX05	Mmus_ENSMUST00000047441	OBSCN, ARHGEF30	obscurin-RhoGEF [EC:2.7.11.1]
K17532	Q8K4T3	Mmus_ENSMUST00000027185	STRADB	STE20-related kinase adapter protein beta
K17532	Q8K4T3	Mmus_ENSMUST00000114296	STRADB	STE20-related kinase adapter protein beta
K17533	E9Q3S4	Mmus_ENSMUST00000061512	MAP3K19, YSK4	mitogen-activated protein kinase kinase kinase 19 [EC:2.7.11.25]
K17534	Q8VDG6	Mmus_ENSMUST00000034316	MLK4, KIAA1804	mitogen-activated protein kinase kinase kinase MLK4 [EC:2.7.11.25]
K17535	Q5GIG6	Mmus_ENSMUST00000064076	TNNI3K	serine/threonine-protein kinase TNNI3K [EC:2.7.11.1]
K17535	Q5GIG6	Mmus_ENSMUST00000143410	TNNI3K	serine/threonine-protein kinase TNNI3K [EC:2.7.11.1]
K17536	Q80YA9	Mmus_ENSMUST00000026750	CNKSR2, CNK2, KSR2	connector enhancer of kinase suppressor of Ras 2
K17537	Q571I4	Mmus_ENSMUST00000110492	SGK223	tyrosine-protein kinase SgK223 [EC:2.7.10.2]
K17538	Q69Z38	Mmus_ENSMUST00000061552	PEAK1, SGK269	pseudopodium-enriched atypical kinase 1 [EC:2.7.10.2]
K17539	Q8QZR7	Mmus_ENSMUST00000061234	PDIK1L, CLIK1L	serine/threonine-protein kinase PDIK1L [EC:2.7.11.1]
K17539	Q8QZR7	Mmus_ENSMUST00000105876	PDIK1L, CLIK1L	serine/threonine-protein kinase PDIK1L [EC:2.7.11.1]
K17540	Q7M6U3	Mmus_ENSMUST00000060835	TEX14, SGK307	inactive serine/threonine-protein kinase TEX14
K17541	Q8CFE4	Mmus_ENSMUST00000174252	SCYL2	SCY1-like protein 2
