Ocupat_v02_G000001.t0	Ocupat_v02_G000001
Ocupat_v02_G036820.t1	Ocupat_v02_G036820
Ocupat_v02_G036821.t0	Ocupat_v02_G036821
Ocupat_v02_G036822.t0	Ocupat_v02_G036822
Ocupat_v02_G036823.t0	Ocupat_v02_G036823
Ocupat_v02_G036824.t0	Ocupat_v02_G036824
Ocupat_v02_G036825.t0	Ocupat_v02_G036825
Ocupat_v02_G036827.t0	Ocupat_v02_G036827
Ocupat_v02_G036828.t0	Ocupat_v02_G036828
Ocupat_v02_G036829.t0	Ocupat_v02_G036829
Ocupat_v02_G036830.t0	Ocupat_v02_G036830
Ocupat_v02_G036831.t0	Ocupat_v02_G036831
Ocupat_v02_G036832.t0	Ocupat_v02_G036832
Ocupat_v02_G036833.t0	Ocupat_v02_G036833
Ocupat_v02_G036834.t0	Ocupat_v02_G036834
Ocupat_v02_G036835.t0	Ocupat_v02_G036835
Ocupat_v02_G036836.t0	Ocupat_v02_G036836
Ocupat_v02_G036837.t0	Ocupat_v02_G036837
Ocupat_v02_G036838.t0	Ocupat_v02_G036838
Ocupat_v02_G036839.t0	Ocupat_v02_G036839
Ocupat_v02_G036840.t0	Ocupat_v02_G036840
Ocupat_v02_G036842.t0	Ocupat_v02_G036842
Ocupat_v02_G036843.t0	Ocupat_v02_G036843
Ocupat_v02_G036844.t0	Ocupat_v02_G036844
Ocupat_v02_G036845.t0	Ocupat_v02_G036845
Ocupat_v02_G036846.t0	Ocupat_v02_G036846
Ocupat_v02_G036847.t0	Ocupat_v02_G036847
Ocupat_v02_G036848.t0	Ocupat_v02_G036848
Ocupat_v02_G036849.t0	Ocupat_v02_G036849
Ocupat_v02_G036849.t1	Ocupat_v02_G036849
Ocupat_v02_G036850.t0	Ocupat_v02_G036850
Ocupat_v02_G036850.t1	Ocupat_v02_G036850
Ocupat_v02_G036850.t2	Ocupat_v02_G036850
Ocupat_v02_G036851.t0	Ocupat_v02_G036851
Ocupat_v02_G036852.t0	Ocupat_v02_G036852
Ocupat_v02_G036854.t0	Ocupat_v02_G036854
Ocupat_v02_G036855.t0	Ocupat_v02_G036855
Ocupat_v02_G036857.t0	Ocupat_v02_G036857
Ocupat_v02_G036858.t0	Ocupat_v02_G036858
Ocupat_v02_G036859.t0	Ocupat_v02_G036859
Ocupat_v02_G036860.t0	Ocupat_v02_G036860
Ocupat_v02_G036861.t0	Ocupat_v02_G036861
Ocupat_v02_G036862.t0	Ocupat_v02_G036862
Ocupat_v02_G036863.t0	Ocupat_v02_G036863
Ocupat_v02_G036864.t0	Ocupat_v02_G036864
Ocupat_v02_G036865.t0	Ocupat_v02_G036865
Ocupat_v02_G036866.t0	Ocupat_v02_G036866
Ocupat_v02_G036867.t0	Ocupat_v02_G036867
Ocupat_v02_G036867.t1	Ocupat_v02_G036867
Ocupat_v02_G036868.t0	Ocupat_v02_G036868
Ocupat_v02_G036869.t0	Ocupat_v02_G036869
Ocupat_v02_G036871.t0	Ocupat_v02_G036871
Ocupat_v02_G036872.t0	Ocupat_v02_G036872
Ocupat_v02_G036873.t0	Ocupat_v02_G036873
Ocupat_v02_G036874.t0	Ocupat_v02_G036874
Ocupat_v02_G036875.t0	Ocupat_v02_G036875
Ocupat_v02_G036876.t0	Ocupat_v02_G036876
Ocupat_v02_G036878.t0	Ocupat_v02_G036878
Ocupat_v02_G036879.t0	Ocupat_v02_G036879
Ocupat_v02_G036880.t0	Ocupat_v02_G036880
Ocupat_v02_G036881.t0	Ocupat_v02_G036881
Ocupat_v02_G036882.t0	Ocupat_v02_G036882
Ocupat_v02_G036882.t1	Ocupat_v02_G036882
Ocupat_v02_G036882.t2	Ocupat_v02_G036882
Ocupat_v02_G036883.t0	Ocupat_v02_G036883
Ocupat_v02_G036883.t1	Ocupat_v02_G036883
Ocupat_v02_G036883.t2	Ocupat_v02_G036883
Ocupat_v02_G036884.t0	Ocupat_v02_G036884
Ocupat_v02_G036885.t0	Ocupat_v02_G036885
Ocupat_v02_G036886.t0	Ocupat_v02_G036886
Ocupat_v02_G036887.t0	Ocupat_v02_G036887
Ocupat_v02_G036888.t0	Ocupat_v02_G036888
Ocupat_v02_G036889.t0	Ocupat_v02_G036889
Ocupat_v02_G036890.t0	Ocupat_v02_G036890
Ocupat_v02_G036891.t0	Ocupat_v02_G036891
Ocupat_v02_G036891.t1	Ocupat_v02_G036891
Ocupat_v02_G036892.t0	Ocupat_v02_G036892
Ocupat_v02_G036893.t0	Ocupat_v02_G036893
Ocupat_v02_G036894.t0	Ocupat_v02_G036894
Ocupat_v02_G036895.t0	Ocupat_v02_G036895
Ocupat_v02_G036895.t1	Ocupat_v02_G036895
Ocupat_v02_G036896.t0	Ocupat_v02_G036896
Ocupat_v02_G036897.t0	Ocupat_v02_G036897
Ocupat_v02_G036898.t0	Ocupat_v02_G036898
Ocupat_v02_G036898.t1	Ocupat_v02_G036898
Ocupat_v02_G036899.t0	Ocupat_v02_G036899
Ocupat_v02_G036900.t0	Ocupat_v02_G036900
Ocupat_v02_G036901.t0	Ocupat_v02_G036901
Ocupat_v02_G036902.t0	Ocupat_v02_G036902
Ocupat_v02_G036903.t0	Ocupat_v02_G036903
Ocupat_v02_G036904.t0	Ocupat_v02_G036904
Ocupat_v02_G036906.t0	Ocupat_v02_G036906
Ocupat_v02_G036907.t0	Ocupat_v02_G036907
Ocupat_v02_G036907.t1	Ocupat_v02_G036907
Ocupat_v02_G036907.t2	Ocupat_v02_G036907
Ocupat_v02_G036907.t3	Ocupat_v02_G036907
Ocupat_v02_G036907.t4	Ocupat_v02_G036907
Ocupat_v02_G036907.t5	Ocupat_v02_G036907
Ocupat_v02_G036909.t0	Ocupat_v02_G036909
Ocupat_v02_G036909.t1	Ocupat_v02_G036909
Ocupat_v02_G036910.t0	Ocupat_v02_G036910
Ocupat_v02_G036910.t1	Ocupat_v02_G036910
Ocupat_v02_G036910.t2	Ocupat_v02_G036910
Ocupat_v02_G036912.t0	Ocupat_v02_G036912
Ocupat_v02_G036913.t0	Ocupat_v02_G036913
Ocupat_v02_G036914.t0	Ocupat_v02_G036914
Ocupat_v02_G036915.t0	Ocupat_v02_G036915
Ocupat_v02_G036916.t0	Ocupat_v02_G036916
Ocupat_v02_G036917.t0	Ocupat_v02_G036917
Ocupat_v02_G036918.t0	Ocupat_v02_G036918
Ocupat_v02_G036919.t0	Ocupat_v02_G036919
Ocupat_v02_G036920.t0	Ocupat_v02_G036920
Ocupat_v02_G036921.t0	Ocupat_v02_G036921
Ocupat_v02_G036922.t0	Ocupat_v02_G036922
Ocupat_v02_G036923.t0	Ocupat_v02_G036923
Ocupat_v02_G036924.t0	Ocupat_v02_G036924
Ocupat_v02_G036926.t0	Ocupat_v02_G036926
Ocupat_v02_G036927.t0	Ocupat_v02_G036927
Ocupat_v02_G036927.t1	Ocupat_v02_G036927
Ocupat_v02_G036927.t2	Ocupat_v02_G036927
Ocupat_v02_G036927.t3	Ocupat_v02_G036927
Ocupat_v02_G036927.t4	Ocupat_v02_G036927
Ocupat_v02_G036928.t0	Ocupat_v02_G036928
Ocupat_v02_G036929.t0	Ocupat_v02_G036929
Ocupat_v02_G036930.t0	Ocupat_v02_G036930
Ocupat_v02_G036931.t0	Ocupat_v02_G036931
Ocupat_v02_G036932.t0	Ocupat_v02_G036932
Ocupat_v02_G036933.t0	Ocupat_v02_G036933
Ocupat_v02_G036934.t0	Ocupat_v02_G036934
Ocupat_v02_G036935.t0	Ocupat_v02_G036935
Ocupat_v02_G036936.t0	Ocupat_v02_G036936
Ocupat_v02_G036937.t0	Ocupat_v02_G036937
Ocupat_v02_G036937.t1	Ocupat_v02_G036937
Ocupat_v02_G036937.t2	Ocupat_v02_G036937
Ocupat_v02_G036937.t3	Ocupat_v02_G036937
Ocupat_v02_G036938.t0	Ocupat_v02_G036938
Ocupat_v02_G036940.t0	Ocupat_v02_G036940
Ocupat_v02_G036940.t1	Ocupat_v02_G036940
Ocupat_v02_G036940.t2	Ocupat_v02_G036940
Ocupat_v02_G036940.t3	Ocupat_v02_G036940
Ocupat_v02_G036940.t4	Ocupat_v02_G036940
Ocupat_v02_G036940.t5	Ocupat_v02_G036940
Ocupat_v02_G036941.t0	Ocupat_v02_G036941
Ocupat_v02_G036941.t1	Ocupat_v02_G036941
Ocupat_v02_G036942.t0	Ocupat_v02_G036942
Ocupat_v02_G036942.t1	Ocupat_v02_G036942
Ocupat_v02_G036944.t0	Ocupat_v02_G036944
Ocupat_v02_G036944.t1	Ocupat_v02_G036944
Ocupat_v02_G036945.t0	Ocupat_v02_G036945
Ocupat_v02_G036946.t0	Ocupat_v02_G036946
Ocupat_v02_G036947.t0	Ocupat_v02_G036947
Ocupat_v02_G036949.t0	Ocupat_v02_G036949
Ocupat_v02_G036950.t0	Ocupat_v02_G036950
Ocupat_v02_G036951.t0	Ocupat_v02_G036951
Ocupat_v02_G036952.t0	Ocupat_v02_G036952
Ocupat_v02_G036952.t1	Ocupat_v02_G036952
Ocupat_v02_G036952.t2	Ocupat_v02_G036952
Ocupat_v02_G036956.t0	Ocupat_v02_G036956
Ocupat_v02_G036957.t0	Ocupat_v02_G036957
Ocupat_v02_G036959.t0	Ocupat_v02_G036959
Ocupat_v02_G036960.t0	Ocupat_v02_G036960
Ocupat_v02_G036960.t1	Ocupat_v02_G036960
Ocupat_v02_G036961.t0	Ocupat_v02_G036961
Ocupat_v02_G036962.t0	Ocupat_v02_G036962
Ocupat_v02_G036963.t0	Ocupat_v02_G036963
Ocupat_v02_G036964.t0	Ocupat_v02_G036964
Ocupat_v02_G036966.t0	Ocupat_v02_G036966
Ocupat_v02_G036968.t0	Ocupat_v02_G036968
Ocupat_v02_G036969.t0	Ocupat_v02_G036969
Ocupat_v02_G036969.t1	Ocupat_v02_G036969
Ocupat_v02_G036970.t0	Ocupat_v02_G036970
Ocupat_v02_G036971.t0	Ocupat_v02_G036971
Ocupat_v02_G036972.t0	Ocupat_v02_G036972
Ocupat_v02_G036973.t0	Ocupat_v02_G036973
Ocupat_v02_G036973.t1	Ocupat_v02_G036973
Ocupat_v02_G036974.t0	Ocupat_v02_G036974
Ocupat_v02_G036974.t1	Ocupat_v02_G036974
Ocupat_v02_G036974.t2	Ocupat_v02_G036974
Ocupat_v02_G036975.t0	Ocupat_v02_G036975
Ocupat_v02_G036975.t1	Ocupat_v02_G036975
Ocupat_v02_G036976.t0	Ocupat_v02_G036976
Ocupat_v02_G036977.t0	Ocupat_v02_G036977
Ocupat_v02_G036978.t0	Ocupat_v02_G036978
Ocupat_v02_G036979.t0	Ocupat_v02_G036979
Ocupat_v02_G036980.t0	Ocupat_v02_G036980
Ocupat_v02_G036981.t0	Ocupat_v02_G036981
Ocupat_v02_G036982.t0	Ocupat_v02_G036982
Ocupat_v02_G036983.t0	Ocupat_v02_G036983
Ocupat_v02_G036985.t0	Ocupat_v02_G036985
Ocupat_v02_G036986.t0	Ocupat_v02_G036986
Ocupat_v02_G036987.t0	Ocupat_v02_G036987
Ocupat_v02_G036987.t1	Ocupat_v02_G036987
Ocupat_v02_G036988.t0	Ocupat_v02_G036988
Ocupat_v02_G036989.t0	Ocupat_v02_G036989
Ocupat_v02_G036990.t0	Ocupat_v02_G036990
Ocupat_v02_G036992.t0	Ocupat_v02_G036992
Ocupat_v02_G036993.t0	Ocupat_v02_G036993
Ocupat_v02_G036994.t0	Ocupat_v02_G036994
Ocupat_v02_G036995.t0	Ocupat_v02_G036995
Ocupat_v02_G036996.t0	Ocupat_v02_G036996
Ocupat_v02_G036997.t0	Ocupat_v02_G036997
Ocupat_v02_G036997.t1	Ocupat_v02_G036997
Ocupat_v02_G036998.t0	Ocupat_v02_G036998
Ocupat_v02_G036999.t0	Ocupat_v02_G036999
Ocupat_v02_G037000.t0	Ocupat_v02_G037000
Ocupat_v02_G037001.t0	Ocupat_v02_G037001
Ocupat_v02_G037001.t1	Ocupat_v02_G037001
Ocupat_v02_G037002.t0	Ocupat_v02_G037002
Ocupat_v02_G037003.t0	Ocupat_v02_G037003
Ocupat_v02_G037004.t0	Ocupat_v02_G037004
Ocupat_v02_G037005.t0	Ocupat_v02_G037005
Ocupat_v02_G037006.t0	Ocupat_v02_G037006
Ocupat_v02_G037006.t1	Ocupat_v02_G037006
Ocupat_v02_G037007.t0	Ocupat_v02_G037007
Ocupat_v02_G037007.t1	Ocupat_v02_G037007
Ocupat_v02_G037007.t2	Ocupat_v02_G037007
Ocupat_v02_G037008.t0	Ocupat_v02_G037008
Ocupat_v02_G037009.t0	Ocupat_v02_G037009
Ocupat_v02_G037010.t0	Ocupat_v02_G037010
Ocupat_v02_G037011.t0	Ocupat_v02_G037011
Ocupat_v02_G037012.t0	Ocupat_v02_G037012
Ocupat_v02_G037013.t0	Ocupat_v02_G037013
Ocupat_v02_G037014.t0	Ocupat_v02_G037014
Ocupat_v02_G037015.t0	Ocupat_v02_G037015
Ocupat_v02_G037016.t0	Ocupat_v02_G037016
Ocupat_v02_G037016.t1	Ocupat_v02_G037016
Ocupat_v02_G037017.t0	Ocupat_v02_G037017
Ocupat_v02_G037018.t0	Ocupat_v02_G037018
Ocupat_v02_G037019.t0	Ocupat_v02_G037019
Ocupat_v02_G037020.t0	Ocupat_v02_G037020
Ocupat_v02_G037021.t0	Ocupat_v02_G037021
Ocupat_v02_G037022.t0	Ocupat_v02_G037022
Ocupat_v02_G037022.t1	Ocupat_v02_G037022
Ocupat_v02_G037023.t0	Ocupat_v02_G037023
Ocupat_v02_G037023.t1	Ocupat_v02_G037023
Ocupat_v02_G037024.t0	Ocupat_v02_G037024
Ocupat_v02_G037025.t0	Ocupat_v02_G037025
Ocupat_v02_G037026.t0	Ocupat_v02_G037026
Ocupat_v02_G037027.t0	Ocupat_v02_G037027
Ocupat_v02_G037029.t0	Ocupat_v02_G037029
Ocupat_v02_G037030.t0	Ocupat_v02_G037030
Ocupat_v02_G037031.t0	Ocupat_v02_G037031
Ocupat_v02_G037031.t1	Ocupat_v02_G037031
Ocupat_v02_G037032.t0	Ocupat_v02_G037032
Ocupat_v02_G037033.t0	Ocupat_v02_G037033
Ocupat_v02_G037034.t0	Ocupat_v02_G037034
Ocupat_v02_G037035.t0	Ocupat_v02_G037035
Ocupat_v02_G037037.t0	Ocupat_v02_G037037
Ocupat_v02_G037037.t1	Ocupat_v02_G037037
Ocupat_v02_G037038.t0	Ocupat_v02_G037038
Ocupat_v02_G037039.t0	Ocupat_v02_G037039
Ocupat_v02_G037040.t0	Ocupat_v02_G037040
Ocupat_v02_G037044.t0	Ocupat_v02_G037044
Ocupat_v02_G037045.t0	Ocupat_v02_G037045
Ocupat_v02_G037046.t0	Ocupat_v02_G037046
Ocupat_v02_G037047.t0	Ocupat_v02_G037047
Ocupat_v02_G037048.t0	Ocupat_v02_G037048
Ocupat_v02_G037049.t0	Ocupat_v02_G037049
Ocupat_v02_G037050.t0	Ocupat_v02_G037050
Ocupat_v02_G037051.t0	Ocupat_v02_G037051
Ocupat_v02_G037051.t1	Ocupat_v02_G037051
Ocupat_v02_G037052.t0	Ocupat_v02_G037052
Ocupat_v02_G037053.t0	Ocupat_v02_G037053
Ocupat_v02_G037054.t0	Ocupat_v02_G037054
Ocupat_v02_G037055.t0	Ocupat_v02_G037055
Ocupat_v02_G037058.t0	Ocupat_v02_G037058
Ocupat_v02_G037058.t1	Ocupat_v02_G037058
Ocupat_v02_G037059.t0	Ocupat_v02_G037059
Ocupat_v02_G037060.t0	Ocupat_v02_G037060
Ocupat_v02_G037060.t1	Ocupat_v02_G037060
Ocupat_v02_G037061.t0	Ocupat_v02_G037061
Ocupat_v02_G037062.t0	Ocupat_v02_G037062
Ocupat_v02_G037063.t0	Ocupat_v02_G037063
Ocupat_v02_G037064.t0	Ocupat_v02_G037064
Ocupat_v02_G037065.t0	Ocupat_v02_G037065
Ocupat_v02_G037066.t0	Ocupat_v02_G037066
Ocupat_v02_G037067.t0	Ocupat_v02_G037067
Ocupat_v02_G037068.t0	Ocupat_v02_G037068
Ocupat_v02_G037069.t0	Ocupat_v02_G037069
Ocupat_v02_G037070.t0	Ocupat_v02_G037070
Ocupat_v02_G037070.t1	Ocupat_v02_G037070
Ocupat_v02_G037070.t2	Ocupat_v02_G037070
Ocupat_v02_G037070.t3	Ocupat_v02_G037070
Ocupat_v02_G037071.t0	Ocupat_v02_G037071
Ocupat_v02_G037072.t0	Ocupat_v02_G037072
Ocupat_v02_G037073.t0	Ocupat_v02_G037073
Ocupat_v02_G037074.t0	Ocupat_v02_G037074
Ocupat_v02_G037075.t0	Ocupat_v02_G037075
Ocupat_v02_G037076.t0	Ocupat_v02_G037076
Ocupat_v02_G037078.t0	Ocupat_v02_G037078
Ocupat_v02_G037079.t0	Ocupat_v02_G037079
Ocupat_v02_G037080.t0	Ocupat_v02_G037080
Ocupat_v02_G037081.t0	Ocupat_v02_G037081
Ocupat_v02_G037081.t1	Ocupat_v02_G037081
Ocupat_v02_G037082.t0	Ocupat_v02_G037082
Ocupat_v02_G037083.t0	Ocupat_v02_G037083
Ocupat_v02_G037086.t0	Ocupat_v02_G037086
Ocupat_v02_G037087.t0	Ocupat_v02_G037087
Ocupat_v02_G037089.t0	Ocupat_v02_G037089
Ocupat_v02_G037090.t0	Ocupat_v02_G037090
Ocupat_v02_G037091.t0	Ocupat_v02_G037091
Ocupat_v02_G037095.t0	Ocupat_v02_G037095
Ocupat_v02_G037096.t0	Ocupat_v02_G037096
Ocupat_v02_G037096.t1	Ocupat_v02_G037096
Ocupat_v02_G037097.t0	Ocupat_v02_G037097
Ocupat_v02_G037098.t0	Ocupat_v02_G037098
Ocupat_v02_G037099.t0	Ocupat_v02_G037099
Ocupat_v02_G037100.t0	Ocupat_v02_G037100
Ocupat_v02_G037101.t0	Ocupat_v02_G037101
Ocupat_v02_G037102.t0	Ocupat_v02_G037102
Ocupat_v02_G037103.t0	Ocupat_v02_G037103
Ocupat_v02_G037104.t0	Ocupat_v02_G037104
Ocupat_v02_G037104.t1	Ocupat_v02_G037104
Ocupat_v02_G037106.t0	Ocupat_v02_G037106
Ocupat_v02_G037107.t0	Ocupat_v02_G037107
Ocupat_v02_G037108.t0	Ocupat_v02_G037108
Ocupat_v02_G037109.t0	Ocupat_v02_G037109
Ocupat_v02_G037110.t0	Ocupat_v02_G037110
Ocupat_v02_G037111.t0	Ocupat_v02_G037111
Ocupat_v02_G037112.t0	Ocupat_v02_G037112
Ocupat_v02_G037113.t0	Ocupat_v02_G037113
Ocupat_v02_G037114.t0	Ocupat_v02_G037114
Ocupat_v02_G037115.t0	Ocupat_v02_G037115
Ocupat_v02_G037115.t1	Ocupat_v02_G037115
Ocupat_v02_G037115.t2	Ocupat_v02_G037115
Ocupat_v02_G037116.t0	Ocupat_v02_G037116
Ocupat_v02_G037116.t1	Ocupat_v02_G037116
Ocupat_v02_G037117.t0	Ocupat_v02_G037117
Ocupat_v02_G037117.t1	Ocupat_v02_G037117
Ocupat_v02_G037118.t0	Ocupat_v02_G037118
Ocupat_v02_G037119.t0	Ocupat_v02_G037119
Ocupat_v02_G037120.t0	Ocupat_v02_G037120
Ocupat_v02_G037121.t0	Ocupat_v02_G037121
Ocupat_v02_G037122.t0	Ocupat_v02_G037122
Ocupat_v02_G037122.t1	Ocupat_v02_G037122
Ocupat_v02_G037124.t0	Ocupat_v02_G037124
Ocupat_v02_G037125.t0	Ocupat_v02_G037125
Ocupat_v02_G037126.t0	Ocupat_v02_G037126
Ocupat_v02_G037132.t0	Ocupat_v02_G037132
Ocupat_v02_G037133.t0	Ocupat_v02_G037133
Ocupat_v02_G037135.t0	Ocupat_v02_G037135
Ocupat_v02_G037136.t0	Ocupat_v02_G037136
Ocupat_v02_G037138.t0	Ocupat_v02_G037138
Ocupat_v02_G037139.t0	Ocupat_v02_G037139
Ocupat_v02_G037140.t0	Ocupat_v02_G037140
Ocupat_v02_G037141.t0	Ocupat_v02_G037141
Ocupat_v02_G037142.t0	Ocupat_v02_G037142
Ocupat_v02_G037143.t0	Ocupat_v02_G037143
Ocupat_v02_G037144.t0	Ocupat_v02_G037144
Ocupat_v02_G037145.t0	Ocupat_v02_G037145
Ocupat_v02_G037146.t0	Ocupat_v02_G037146
Ocupat_v02_G037148.t0	Ocupat_v02_G037148
Ocupat_v02_G037149.t0	Ocupat_v02_G037149
Ocupat_v02_G037150.t0	Ocupat_v02_G037150
Ocupat_v02_G037151.t0	Ocupat_v02_G037151
Ocupat_v02_G037152.t0	Ocupat_v02_G037152
Ocupat_v02_G037155.t0	Ocupat_v02_G037155
Ocupat_v02_G037156.t0	Ocupat_v02_G037156
Ocupat_v02_G037157.t0	Ocupat_v02_G037157
Ocupat_v02_G037157.t1	Ocupat_v02_G037157
Ocupat_v02_G037158.t0	Ocupat_v02_G037158
Ocupat_v02_G037158.t1	Ocupat_v02_G037158
Ocupat_v02_G037159.t0	Ocupat_v02_G037159
Ocupat_v02_G037160.t0	Ocupat_v02_G037160
Ocupat_v02_G037161.t0	Ocupat_v02_G037161
Ocupat_v02_G037162.t0	Ocupat_v02_G037162
Ocupat_v02_G037163.t0	Ocupat_v02_G037163
Ocupat_v02_G037163.t1	Ocupat_v02_G037163
Ocupat_v02_G037163.t2	Ocupat_v02_G037163
Ocupat_v02_G037163.t3	Ocupat_v02_G037163
Ocupat_v02_G037163.t4	Ocupat_v02_G037163
Ocupat_v02_G037164.t0	Ocupat_v02_G037164
Ocupat_v02_G037165.t0	Ocupat_v02_G037165
Ocupat_v02_G037165.t1	Ocupat_v02_G037165
Ocupat_v02_G037166.t0	Ocupat_v02_G037166
Ocupat_v02_G037167.t0	Ocupat_v02_G037167
Ocupat_v02_G037168.t0	Ocupat_v02_G037168
Ocupat_v02_G037169.t0	Ocupat_v02_G037169
Ocupat_v02_G037170.t0	Ocupat_v02_G037170
Ocupat_v02_G037171.t0	Ocupat_v02_G037171
Ocupat_v02_G037172.t0	Ocupat_v02_G037172
Ocupat_v02_G037173.t0	Ocupat_v02_G037173
Ocupat_v02_G037173.t1	Ocupat_v02_G037173
Ocupat_v02_G037173.t2	Ocupat_v02_G037173
Ocupat_v02_G037174.t0	Ocupat_v02_G037174
Ocupat_v02_G037175.t0	Ocupat_v02_G037175
Ocupat_v02_G037177.t0	Ocupat_v02_G037177
Ocupat_v02_G037177.t1	Ocupat_v02_G037177
Ocupat_v02_G037178.t0	Ocupat_v02_G037178
Ocupat_v02_G037178.t1	Ocupat_v02_G037178
Ocupat_v02_G037180.t0	Ocupat_v02_G037180
Ocupat_v02_G037181.t0	Ocupat_v02_G037181
Ocupat_v02_G037182.t0	Ocupat_v02_G037182
Ocupat_v02_G037183.t0	Ocupat_v02_G037183
Ocupat_v02_G037186.t0	Ocupat_v02_G037186
Ocupat_v02_G037187.t0	Ocupat_v02_G037187
Ocupat_v02_G037188.t0	Ocupat_v02_G037188
Ocupat_v02_G037189.t0	Ocupat_v02_G037189
Ocupat_v02_G037190.t0	Ocupat_v02_G037190
Ocupat_v02_G037191.t0	Ocupat_v02_G037191
Ocupat_v02_G037192.t0	Ocupat_v02_G037192
Ocupat_v02_G037193.t0	Ocupat_v02_G037193
Ocupat_v02_G037194.t0	Ocupat_v02_G037194
Ocupat_v02_G037195.t0	Ocupat_v02_G037195
Ocupat_v02_G037196.t0	Ocupat_v02_G037196
Ocupat_v02_G037197.t0	Ocupat_v02_G037197
Ocupat_v02_G037198.t0	Ocupat_v02_G037198
Ocupat_v02_G037199.t0	Ocupat_v02_G037199
Ocupat_v02_G037201.t0	Ocupat_v02_G037201
Ocupat_v02_G037202.t0	Ocupat_v02_G037202
Ocupat_v02_G037203.t0	Ocupat_v02_G037203
Ocupat_v02_G037205.t0	Ocupat_v02_G037205
Ocupat_v02_G037206.t0	Ocupat_v02_G037206
Ocupat_v02_G037206.t1	Ocupat_v02_G037206
Ocupat_v02_G037206.t2	Ocupat_v02_G037206
Ocupat_v02_G037207.t0	Ocupat_v02_G037207
Ocupat_v02_G037208.t0	Ocupat_v02_G037208
Ocupat_v02_G037209.t0	Ocupat_v02_G037209
Ocupat_v02_G037210.t0	Ocupat_v02_G037210
Ocupat_v02_G037211.t0	Ocupat_v02_G037211
Ocupat_v02_G037212.t0	Ocupat_v02_G037212
Ocupat_v02_G037213.t0	Ocupat_v02_G037213
Ocupat_v02_G037214.t0	Ocupat_v02_G037214
Ocupat_v02_G037215.t0	Ocupat_v02_G037215
Ocupat_v02_G037216.t0	Ocupat_v02_G037216
Ocupat_v02_G037217.t0	Ocupat_v02_G037217
Ocupat_v02_G037218.t0	Ocupat_v02_G037218
Ocupat_v02_G037219.t0	Ocupat_v02_G037219
Ocupat_v02_G037222.t0	Ocupat_v02_G037222
Ocupat_v02_G037223.t0	Ocupat_v02_G037223
Ocupat_v02_G037223.t1	Ocupat_v02_G037223
Ocupat_v02_G037224.t0	Ocupat_v02_G037224
Ocupat_v02_G037225.t0	Ocupat_v02_G037225
Ocupat_v02_G037225.t1	Ocupat_v02_G037225
Ocupat_v02_G037226.t0	Ocupat_v02_G037226
Ocupat_v02_G037227.t0	Ocupat_v02_G037227
Ocupat_v02_G037228.t0	Ocupat_v02_G037228
Ocupat_v02_G037229.t0	Ocupat_v02_G037229
Ocupat_v02_G037230.t0	Ocupat_v02_G037230
Ocupat_v02_G037231.t0	Ocupat_v02_G037231
Ocupat_v02_G037232.t0	Ocupat_v02_G037232
Ocupat_v02_G037233.t0	Ocupat_v02_G037233
Ocupat_v02_G037234.t0	Ocupat_v02_G037234
Ocupat_v02_G037235.t0	Ocupat_v02_G037235
Ocupat_v02_G037236.t0	Ocupat_v02_G037236
Ocupat_v02_G037237.t0	Ocupat_v02_G037237
Ocupat_v02_G037240.t0	Ocupat_v02_G037240
Ocupat_v02_G037241.t0	Ocupat_v02_G037241
Ocupat_v02_G037242.t0	Ocupat_v02_G037242
Ocupat_v02_G037245.t0	Ocupat_v02_G037245
Ocupat_v02_G037246.t0	Ocupat_v02_G037246
Ocupat_v02_G037247.t0	Ocupat_v02_G037247
Ocupat_v02_G037249.t0	Ocupat_v02_G037249
Ocupat_v02_G037251.t0	Ocupat_v02_G037251
Ocupat_v02_G037252.t0	Ocupat_v02_G037252
Ocupat_v02_G037253.t0	Ocupat_v02_G037253
Ocupat_v02_G037254.t0	Ocupat_v02_G037254
Ocupat_v02_G037255.t0	Ocupat_v02_G037255
Ocupat_v02_G037256.t0	Ocupat_v02_G037256
Ocupat_v02_G037257.t0	Ocupat_v02_G037257
Ocupat_v02_G037258.t0	Ocupat_v02_G037258
Ocupat_v02_G037259.t0	Ocupat_v02_G037259
Ocupat_v02_G037259.t1	Ocupat_v02_G037259
Ocupat_v02_G037260.t0	Ocupat_v02_G037260
Ocupat_v02_G037261.t0	Ocupat_v02_G037261
Ocupat_v02_G037262.t0	Ocupat_v02_G037262
Ocupat_v02_G037262.t1	Ocupat_v02_G037262
Ocupat_v02_G037263.t0	Ocupat_v02_G037263
Ocupat_v02_G037264.t0	Ocupat_v02_G037264
Ocupat_v02_G037265.t0	Ocupat_v02_G037265
Ocupat_v02_G037266.t0	Ocupat_v02_G037266
Ocupat_v02_G037267.t0	Ocupat_v02_G037267
Ocupat_v02_G037268.t0	Ocupat_v02_G037268
Ocupat_v02_G037269.t0	Ocupat_v02_G037269
Ocupat_v02_G037270.t0	Ocupat_v02_G037270
Ocupat_v02_G037271.t0	Ocupat_v02_G037271
Ocupat_v02_G037272.t0	Ocupat_v02_G037272
Ocupat_v02_G037273.t0	Ocupat_v02_G037273
Ocupat_v02_G037277.t0	Ocupat_v02_G037277
Ocupat_v02_G037277.t1	Ocupat_v02_G037277
Ocupat_v02_G037278.t0	Ocupat_v02_G037278
Ocupat_v02_G037280.t0	Ocupat_v02_G037280
