Exapal_XM_021036134.2		
Exapal_XM_021036135.2	methionine_sulfoxide_reductase_B2	SelR/
Exapal_XM_028662225.1	von_Willebrand_factor_D_and_EGF_domains	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/VWD/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/VWA/
Exapal_XM_028662226.1		Mab-21/
Exapal_XM_028662227.1	adenosine_A2b_receptor	7tm_1/
Exapal_XM_028662228.1	protein_tyrosine_phosphatase_receptor_type_S	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/F5_F8_type_C/fn3/Y_phosphatase/Y_phosphatase/
Exapal_XM_028662229.1	neuropilin_1	F5_F8_type_C/F5_F8_type_C/
Exapal_XM_028662230.1	RWD_domain_containing_3	RWD/
Exapal_XM_028662231.1	zinc_finger_protein_862	
Exapal_XM_028662232.1		
Exapal_XM_028662233.1	trans_2_3_enoyl_CoA_reductase	ubiquitin/
Exapal_XM_028662234.1	ribonucleoprotein_PTB_binding_2	RRM_1/RRM_1/
Exapal_XM_028662235.1		
Exapal_XM_028662237.1	dynein_cytoplasmic_2_light_intermediate_chain_1	
Exapal_XM_028662240.1		
Exapal_XM_028662241.1		
Exapal_XM_028662242.1	LCK_proto_oncogene_Src_family_tyrosine_kinase	Pkinase_Tyr/
Exapal_XM_028662243.1		PIF1/
Exapal_XM_028662244.1		
Exapal_XM_028662246.1	calcium_responsive_transcription_factor	ALS2CR8/MULE/SWIM/
Exapal_XM_028662247.1		zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
Exapal_XM_028662249.1	zinc_finger_protein_217	zf-C2H2_6/zf-C2H2_6/
Exapal_XM_028662250.1		Peptidase_C48/
Exapal_XM_028662251.1	zinc_finger_and_BTB_domain_containing_41	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
Exapal_XM_028662252.1		RVP/
Exapal_XM_028662253.1		RVT_1/RT_RNaseH_2/
Exapal_XM_028662254.1	bone_morphogenetic_protein_1	CUB/CUB/CUB/CUB/CUB/
Exapal_XM_028662255.1		MAM/MAM/
Exapal_XM_028662256.1		Integrase_H2C2/
Exapal_XM_028662257.1	transmembrane_serine_protease_15	MAM/Ldl_recept_a/Ldl_recept_a/MAM/
Exapal_XM_028662258.1		MADF_DNA_bdg/MADF_DNA_bdg/
Exapal_XM_028662259.1	retrotransposon_Gag_like_1	RVT_1/RT_RNaseH_2/
Exapal_XM_028662260.1		
Exapal_XM_028662261.1		
Exapal_XM_028662262.1	contactin_3	fn3/
Exapal_XM_028662263.1	cysteine_rich_with_EGF_like_domains_2	EGF_CA/EGF_CA/
Exapal_XM_028662264.1		
Exapal_XM_028662265.1		RVT_1/
Exapal_XM_028662266.1		
Exapal_XM_028662267.1	leucine_rich_repeat_Ig_like_and_transmembrane_domains_2	Laminin_G_3/PAN_1/
Exapal_XM_028662268.1		
Exapal_XM_028662269.1		
Exapal_XM_028662270.1		EGF/
Exapal_XM_028662271.1	coagulation_factor_IX	EGF/
Exapal_XM_028662272.1		EGF/EGF/EGF/
Exapal_XM_028662273.1		
Exapal_XM_028662274.1		EGF/
Exapal_XM_028662275.1		EGF/
Exapal_XM_028662276.1	delta_like_non_canonical_Notch_ligand_1	EGF/
Exapal_XM_028662277.1		
Exapal_XM_028662278.1	THAP_domain_containing_3	THAP/
Exapal_XM_028662279.1	sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1	Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/FXa_inhibition/FXa_inhibition/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/FXa_inhibition/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/Sushi/HYR/Sushi/Sushi/Sushi/HYR/Sushi/HYR/HYR/Ephrin_rec_like/
Exapal_XM_028662280.1	mindbomb_E3_ubiquitin_protein_ligase_2	MIB_HERC2/ZZ/SH3_15/Ank_5/Ank_2/Ank_2/zf-C3HC4_3/zf-C3HC4_3/zf-C3HC4_3/zf-C3HC4_3/
Exapal_XM_028662281.1		
Exapal_XM_028662282.1	adhesion_G_protein_coupled_receptor_L3	GPS/7tm_2/
Exapal_XM_028662283.1	survival_motor_neuron_domain_containing_1	
Exapal_XM_028662284.1		Ephrin_lbd/
Exapal_XM_028662285.1	acid_sensing_ion_channel_subunit_family_member_5	ASC/
Exapal_XM_028662286.1	oxysterol_binding_protein_like_1A	Ank_2/Ank_5/Oxysterol_BP/
Exapal_XM_028662287.1	ADAM_metallopeptidase_domain_9	Reprolysin/Disintegrin/F5_F8_type_C/ADAM_CR/TSP_1/
Exapal_XM_028662288.1	acid_sensing_ion_channel_subunit_1	ASC/
Exapal_XM_028662289.1	glutamate_ionotropic_receptor_kainate_type_subunit_3	Lig_chan-Glu_bd/Lig_chan/
Exapal_XM_028662290.1		ANF_receptor/
Exapal_XM_028662291.1	glutamate_ionotropic_receptor_kainate_type_subunit_2	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/
Exapal_XM_028662292.1		
Exapal_XM_028662294.1	cadherin_related_23	Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/
Exapal_XM_028662295.1		
Exapal_XM_028662299.1	acid_sensing_ion_channel_subunit_family_member_5	ASC/
Exapal_XM_028662300.1	heart_development_protein_with_EGF_like_domains_1	EGF_CA/
Exapal_XM_028662301.1		Transposase_21/
Exapal_XM_028662303.1	CHRNA7_exons_5_10_and_FAM7A_exons_A_E_fusion	Neur_chan_memb/
Exapal_XM_028662304.1	endoplasmic_reticulum_to_nucleus_signaling_2	Ank_2/Ank_2/Ank_3/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Pkinase/Ribonuc_2-5A/
Exapal_XM_028662305.1	neural_EGFL_like_1	EGF_CA/EGF_CA/
Exapal_XM_028662306.1	neuropeptide_Y_receptor_Y2	7tm_1/
Exapal_XM_028662307.1	solute_carrier_family_22_member_15	Sugar_tr/
Exapal_XM_028662313.1	high_mobility_group_box_3	HMG_box_2/HMG_box/
Exapal_XM_028662315.1	cubilin	CUB/CUB/CUB/CUB/CUB/CUB/CUB/CUB/CUB/
Exapal_XM_028662316.1	myotubularin_related_protein_6	Myotub-related/
Exapal_XM_028662317.1	glutamate_decarboxylase_2	Pyridoxal_deC/
Exapal_XM_028662318.1		
Exapal_XM_028662319.1	ubinuclein_2	HUN/
Exapal_XM_028662320.1	zinc_finger_protein_287	zf-C2H2/zf-C2H2/
Exapal_XM_028662321.1		
Exapal_XM_028662322.1	luteinizing_hormone_choriogonadotropin_receptor	7tm_1/
Exapal_XM_028662323.1		Peptidase_A17/
Exapal_XM_028662326.1		TPR_12/TPR_10/
Exapal_XM_028662327.1	sphingosine_1_phosphate_receptor_1	7tm_1/
Exapal_XM_028662328.1	chromobox_6	Chromo/
Exapal_XM_028662330.1	DIS3_homolog_exosome_endoribonuclease_and_3_5_exoribonuclease	PIN_4/Rrp44_CSD1/OB_Dis3/RNB/
Exapal_XM_028662331.1		
Exapal_XM_028662333.1		
Exapal_XM_028662334.1		
Exapal_XM_028662335.1	serine_protease_12	MAM/SRCR/MAM/Ldl_recept_a/MAM/SRCR/SRCR/SRCR/WSC/CUB/CUB/U-box/
Exapal_XM_028662337.1	RHO_family_interacting_cell_polarization_regulator_2	PL48/
Exapal_XM_028662339.1		
Exapal_XM_028662341.1	sorting_nexin_14	PXA/RGS/PX/Nexin_C/
Exapal_XM_028662342.1	solute_carrier_family_6_member_15	SNF/
Exapal_XM_028662344.1	tropomodulin_1	Tropomodulin/
Exapal_XM_028662346.1		DUF1771/
Exapal_XM_028662347.1		
Exapal_XM_028662348.1		DUF885/DUF885/
Exapal_XM_028662350.1	mitogen_activated_protein_kinase_kinase_kinase_19	Pkinase/
Exapal_XM_028662351.1	Rho_GTPase_activating_protein_5	Ras/RhoGAP-FF1/FF/RhoGAP/
Exapal_XM_028662352.1	mitogen_activated_protein_kinase_kinase_kinase_19	Ank_2/Ank_5/
Exapal_XM_028662353.1	dynamin_binding_protein	SH3_1/SH3_1/SH3_9/SH3_9/SH3_1/RhoGEF/RhoGEF/RhoGEF/SH3_2/SH3_2/
Exapal_XM_028662355.1		
Exapal_XM_028662358.1		
Exapal_XM_028662361.1	CD163_molecule	SRCR/SRCR/SRCR/SRCR/
Exapal_XM_028662362.1	scavenger_receptor_class_A_member_5	SRCR/
Exapal_XM_028662363.1	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/PTP_tm/
Exapal_XM_028662364.1	scavenger_receptor_class_A_member_5	SRCR/
Exapal_XM_028662365.1	Zic_family_member_4	zf_ZIC/zf-C2H2/zf-C2H2/
Exapal_XM_028662366.1	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/PTP_tm/
Exapal_XM_028662367.1	EMAP_like_1	HELP/WD40/WD40/WD40/
Exapal_XM_028662369.1	protein_tyrosine_phosphatase_non_receptor_type_14	Y_phosphatase/
Exapal_XM_028662373.1	cilia_and_flagella_associated_protein_69	
Exapal_XM_028662374.1	serine_protease_12	SRCR/SRCR/
Exapal_XM_028662375.1		
Exapal_XM_028662376.1		
Exapal_XM_028662377.1		HTH_Tnp_4/DDE_Tnp_4/
Exapal_XM_028662378.1	protein_tyrosine_phosphatase_non_receptor_type_21	FERM_N/FERM_M/FERM_C/
Exapal_XM_028662379.1	SH3_and_SYLF_domain_containing_1	Ion_trans/SH3_1/
Exapal_XM_028662381.1	BTB_domain_containing_2	BTB/BACK/PHR/
Exapal_XM_028662383.1		
Exapal_XM_028662384.1	FGGY_carbohydrate_kinase_domain_containing	FGGY_N/FGGY_C/FGGY_C/
Exapal_XM_028662385.1	EGF_like_fibronectin_type_III_and_laminin_G_domains	Laminin_G_1/Laminin_G_1/hEGF/Laminin_G_1/hEGF/Laminin_G_2/
Exapal_XM_028662386.1	ubiquitin_specific_peptidase_24	UCH/DUF3517/
Exapal_XM_028662387.1		7tm_1/
Exapal_XM_028662388.1	zinc_finger_protein_711	
Exapal_XM_028662389.1		
Exapal_XM_028662390.1		Integrase_H2C2/
Exapal_XM_028662391.1		
Exapal_XM_028662392.1	THAP_domain_containing_6	THAP/
Exapal_XM_028662393.1	LDL_receptor_related_protein_6	FXa_inhibition/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/FXa_inhibition/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/FXa_inhibition/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/
Exapal_XM_028662394.1		
Exapal_XM_028662395.1	neuropilin_2	PAN_1/F5_F8_type_C/
Exapal_XM_028662396.1		fn3/fn3/
Exapal_XM_028662397.1	galectin_3_binding_protein	SRCR/
Exapal_XM_028662399.1	histamine_receptor_H2	7tm_1/
Exapal_XM_028662401.1		
Exapal_XM_028662402.1		
Exapal_XM_028662403.1	protein_tyrosine_phosphatase_receptor_type_T	Y_phosphatase/
Exapal_XM_028662404.1	neuropilin_2	F5_F8_type_C/
Exapal_XM_028662405.1	serine_protease_12	SRCR/SRCR/
Exapal_XM_028662406.1	kinesin_family_member_18A	Microtub_bd/Kinesin/
Exapal_XM_028662407.1		
Exapal_XM_028662408.1	neuropilin_2	MAM/CUB/
Exapal_XM_028662409.1	hexosaminidase_D	
Exapal_XM_028662410.1		
Exapal_XM_028662411.1		
Exapal_XM_028662412.1	nucleolar_protein_10	NUC153/
Exapal_XM_028662413.1		
Exapal_XM_028662414.1		
Exapal_XM_028662417.1		
Exapal_XM_028662418.1		7tm_1/
Exapal_XM_028662419.1	integrin_subunit_alpha_9	FG-GAP/FG-GAP/Integrin_alpha2/Integrin_alpha/
Exapal_XM_028662420.1		
Exapal_XM_028662422.1	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
Exapal_XM_028662423.1		Baculo_FP/
Exapal_XM_028662424.1	transcription_factor_Dp_2	E2F_TDP/DP/
Exapal_XM_028662425.1	transcription_factor_Dp_2	E2F_TDP/E2F_TDP/DP/
Exapal_XM_028662426.1		RT_RNaseH/Integrase_H2C2/rve/Integrase_H2C2/rve/
Exapal_XM_028662427.1		
Exapal_XM_028662428.1		DSL/DSL/DSL/
Exapal_XM_028662430.1	EGF_like_repeats_and_discoidin_domains_3	Lectin_C/F5_F8_type_C/F5_F8_type_C/
Exapal_XM_028662431.1	sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1	VWA/
Exapal_XM_028662432.1		CECR6_TMEM121/
Exapal_XM_028662433.1		CECR6_TMEM121/
Exapal_XM_028662434.1		
Exapal_XM_028662435.1	intelectin_1	
Exapal_XM_028662436.1		
Exapal_XM_028662437.1		Integrase_H2C2/DUF5641/
Exapal_XM_028662438.1	NYN_domain_and_retroviral_integrase_containing	RVT_1/
Exapal_XM_028662439.1	sidekick_cell_adhesion_molecule_1	F5_F8_type_C/fn3/fn3/fn3/F5_F8_type_C/fn3/fn3/fn3/
Exapal_XM_028662440.1		
Exapal_XM_028662441.1	HDGF_like_2	LEDGF/
Exapal_XM_028662442.1		
Exapal_XM_028662444.1		
Exapal_XM_028662445.1	midasin_AAA_ATPase_1	AAA_5/AAA_lid_7/AAA_5/AAA_5/AAA_lid_5/AAA_5/AAA_lid_7/AAA_5/
Exapal_XM_028662446.1		
Exapal_XM_028662447.1	NADPH_oxidase_4	Ferric_reduct/
Exapal_XM_028662448.1		7tm_1/
Exapal_XM_028662450.1		VWA/
Exapal_XM_028662451.1	coiled_coil_domain_containing_174	DUF4078/
Exapal_XM_028662454.1	midasin_AAA_ATPase_1	AAA_5/AAA_lid_7/AAA_5/VWA/
Exapal_XM_028662456.1	fibroblast_growth_factor_receptor_1	Pkinase_Tyr/
Exapal_XM_028662457.1		zf-C3HC4_3/
Exapal_XM_028662459.1	dpy_19_like_C_mannosyltransferase_3	Dpy19/
Exapal_XM_028662460.1	bone_morphogenetic_protein_1	CUB/CUB/CUB/
Exapal_XM_028662462.1	multiple_coagulation_factor_deficiency_2_ER_cargo_receptor_complex_subunit	EF-hand_7/
Exapal_XM_028662463.1		Laminin_G_3/
Exapal_XM_028662464.1	BRCA1_DNA_repair_associated	zf-C3HC4_2/
Exapal_XM_028662465.1		
Exapal_XM_028662466.1		
Exapal_XM_028662467.1		
Exapal_XM_028662470.1		
Exapal_XM_028662471.1		SAP/YqaJ/
Exapal_XM_028662472.1	tetratricopeptide_repeat_ankyrin_repeat_and_coiled_coil_containing_2	DUF4559/Ank_2/Ank_2/Ank_2/Ank_2/Ank/Ank_5/
Exapal_XM_028662473.1		
Exapal_XM_028662474.1		
Exapal_XM_028662475.1		THAP/HTH_Tnp_4/
Exapal_XM_028662476.1		
Exapal_XM_028662478.1	ADAM_metallopeptidase_with_thrombospondin_type_1_motif_16	TSP_1/TLD/
Exapal_XM_028662481.1		Roc/COR/
Exapal_XM_028662482.1	actin_related_protein_5	Actin/Actin/
Exapal_XM_028662483.1	UBA_domain_containing_1	UBA/
Exapal_XM_028662484.1	HMG_box_containing_3	
Exapal_XM_028662486.1		
Exapal_XM_028662488.1	meiosis_specific_with_OB_fold	
Exapal_XM_028662489.1	myosin_phosphatase_Rho_interacting_protein	PH/
Exapal_XM_028662491.1	dynein_axonemal_heavy_chain_3	DHC_N2/AAA_6/AAA_6/Dynein_AAA_lid/AAA_7/AAA_8/AAA_8/MT/
Exapal_XM_028662492.1	acid_sensing_ion_channel_subunit_family_member_4	ASC/
Exapal_XM_028662493.1		
Exapal_XM_028662494.1		
Exapal_XM_028662495.1	galanin_receptor_1	7tm_1/
Exapal_XM_028662496.1	discoidin_domain_receptor_tyrosine_kinase_2	F5_F8_type_C/
Exapal_XM_028662497.1	NLR_family_pyrin_domain_containing_10	NACHT/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/
Exapal_XM_028662505.1	RRN3_homolog_RNA_polymerase_I_transcription_factor	RRN3/
Exapal_XM_028662506.1	potassium_voltage_gated_channel_modifier_subfamily_G_member_1	Ion_trans_2/
Exapal_XM_028662507.1	WD_repeat_domain_13	WD40/WD40/
Exapal_XM_028662508.1	B_TFIID_TATA_box_binding_protein_associated_factor_1	DUF3535/DUF3535/Myb_DNA-bind_6/DUF3535/SNF2_N/
Exapal_XM_028662509.1	polycystin_1_like_2_gene_pseudogene	Laminin_G_3/F5_F8_type_C/WSC/PKD/REJ/GPS/PLAT/PKD_channel/
Exapal_XM_028662511.1	acid_sensing_ion_channel_subunit_2	ASC/
Exapal_XM_028662512.1		
Exapal_XM_028662513.1		
Exapal_XM_028662514.1	THAP_domain_containing_6	THAP/HTH_Tnp_4/DDE_Tnp_4/
Exapal_XM_028662516.1	cholecystokinin_B_receptor	7tm_1/
Exapal_XM_028662517.1	cysteine_and_glycine_rich_protein_2	LIM/LIM/
Exapal_XM_028662518.1		COR/
Exapal_XM_028662520.1	hemicentin_1	I-set/I-set/Sushi/TLD/
Exapal_XM_028662521.1	BCL2_like_1	Bcl-2/
Exapal_XM_028662522.1	roundabout_guidance_receptor_1	Collagen/I-set/Ig_3/I-set/Sushi/EGF_3/
Exapal_XM_028662523.1		
Exapal_XM_028662524.1		
Exapal_XM_028662525.1	intelectin_1	Fibrinogen_C/
Exapal_XM_028662526.1		
Exapal_XM_028662527.1		
Exapal_XM_028662528.1		
Exapal_XM_028662529.1		
Exapal_XM_028662530.1	ADP_dependent_glucokinase	ADP_PFK_GK/
Exapal_XM_028662531.1		
Exapal_XM_028662532.1		
Exapal_XM_028662533.1		
Exapal_XM_028662534.1		
Exapal_XM_028662535.1	REV1_DNA_directed_polymerase	IMS/IMS_HHH/IMS_C/REV1_C/
Exapal_XM_028662536.1	leucine_rich_repeat_containing_23	LRR_4/
Exapal_XM_028662537.1		MACPF/ApeC/
Exapal_XM_028662538.1	crumbs_cell_polarity_complex_component_1	Laminin_G_2/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/hEGF/EGF_CA/EGF/EGF_CA/EGF/EGF/EGF/Laminin_G_2/
Exapal_XM_028662539.1		
Exapal_XM_028662540.1		
Exapal_XM_028662541.1		DDE_Tnp_ISL3/
Exapal_XM_028662542.1		
Exapal_XM_028662543.1		
Exapal_XM_028662544.1	proteasome_20S_subunit_beta_1	Proteasome/
Exapal_XM_028662545.1		GBP/
Exapal_XM_028662546.1		
Exapal_XM_028662547.1		
Exapal_XM_028662548.1		
Exapal_XM_028662549.1		
Exapal_XM_028662550.1	glutathione_S_transferase_mu_1	
Exapal_XM_028662551.1	DS_cell_adhesion_molecule	
Exapal_XM_028662552.1		
Exapal_XM_028662553.1		CxC3/KDZ/
Exapal_XM_028662554.1		
Exapal_XM_028662555.1	von_Willebrand_factor_A_domain_containing_7	
Exapal_XM_028662556.1	histone_deacetylase_6	zf-UBP/ADP_ribosyl_GH/ADP_ribosyl_GH/
Exapal_XM_028662557.1	solute_carrier_family_32_member_1	Aa_trans/
Exapal_XM_028662558.1	aldehyde_dehydrogenase_3_family_member_B1	Aldedh/Aldedh/
Exapal_XM_028662559.1		Exo_endo_phos_2/
Exapal_XM_028662561.1	helicase_POLQ_like	
Exapal_XM_028662562.1		
Exapal_XM_028662564.1	glutaminyl_peptide_cyclotransferase_like	Peptidase_M28/
Exapal_XM_028662565.1		
Exapal_XM_028662566.1		
Exapal_XM_028662568.1	mitogen_activated_protein_kinase_kinase_2	Pkinase/
Exapal_XM_028662569.1		TPR_12/
Exapal_XM_028662570.1		
Exapal_XM_028662571.1	neurotrimin	Ig_3/fn3/
Exapal_XM_028662572.1	titin	fn3/
Exapal_XM_028662574.1		
Exapal_XM_028662575.1	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/PTP_tm/
Exapal_XM_028662578.1	sushi_nidogen_and_EGF_like_domains_1	NIDO/Ig_2/Ig_3/
Exapal_XM_028662580.1	tyrosyl_DNA_phosphodiesterase_1	Ubiquitin_2/CAP_GLY/Tyr-DNA_phospho/
Exapal_XM_028662581.1	deleted_in_malignant_brain_tumors_1	SRCR/
Exapal_XM_028662582.1	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/
Exapal_XM_028662583.1	NIMA_related_kinase_7	Pkinase/
Exapal_XM_028662584.1	fibulin_7	EGF_CA/Fibrinogen_C/
Exapal_XM_028662587.1		Glyco_hydr_116N/PAN_4/Glyco_hydr_116N/PAN_4/DUF608/
Exapal_XM_028662588.1		
Exapal_XM_028662589.1	signal_peptide_CUB_domain_and_EGF_like_domain_containing_3	EGF_3/EGF_3/TLD/
Exapal_XM_028662590.1		RVT_1/GIY-YIG/
Exapal_XM_028662591.1	MAP_kinase_activating_death_domain	
Exapal_XM_028662592.1	adrenoceptor_alpha_1B	7tm_1/
Exapal_XM_028662593.1		Pentaxin/
Exapal_XM_028662594.1	neural_EGFL_like_1	EGF_3/Fibrinogen_C/
Exapal_XM_028662595.1	adhesion_G_protein_coupled_receptor_G6	Ldl_recept_a/7tm_2/
Exapal_XM_028662596.1	kallikrein_B1	Trypsin/Trypsin/
Exapal_XM_028662597.1	transmembrane_serine_protease_9	Trypsin/Trypsin/
Exapal_XM_028662598.1	gypsy_retrotransposon_integrase_1	RT_RNaseH_2/Integrase_H2C2/rve/
Exapal_XM_028662599.1	steroid_sulfatase	Sulfatase/Sulfatase_C/
Exapal_XM_028662601.1		
Exapal_XM_028662602.1	semaphorin_5A	TSP_1/
Exapal_XM_028662603.1	neuronal_pentraxin_1	Pentaxin/PAN_1/
Exapal_XM_028662604.1	kallikrein_B1	Trypsin/
Exapal_XM_028662606.1		
Exapal_XM_028662607.1	tetratricopeptide_repeat_domain_28	TPR_12/TPR_8/TPR_12/TPR_12/CHAT/
Exapal_XM_028662610.1	tetratricopeptide_repeat_domain_28	CHAT/
Exapal_XM_028662611.1		TPR_8/TPR_12/TPR_12/
Exapal_XM_028662612.1		YqaJ/
Exapal_XM_028662613.1		
Exapal_XM_028662614.1		
Exapal_XM_028662615.1	retrotransposon_Gag_like_1	RVT_1/RT_RNaseH_2/Integrase_H2C2/rve/
Exapal_XM_028662617.1	IQ_motif_containing_M	IQ/
Exapal_XM_028662618.1	argininosuccinate_lyase	Lyase_1/
Exapal_XM_028662621.1	polycystin_2_transient_receptor_potential_cation_channel	PKD_channel/
Exapal_XM_028662622.1	KRAB_A_domain_containing_2	
Exapal_XM_028662623.1	polycystin_family_receptor_for_egg_jelly	REJ/
Exapal_XM_028662625.1	coagulation_factor_V	F5_F8_type_C/
Exapal_XM_028662626.1	glutamate_ionotropic_receptor_AMPA_type_subunit_3	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/
Exapal_XM_028662628.1	impact_RWD_domain_protein	HEPN_DZIP3/UPF0029/COR/
Exapal_XM_028662629.1	NYN_domain_and_retroviral_integrase_containing	RT_RNaseH/Integrase_H2C2/rve/
Exapal_XM_028662630.1	solute_carrier_family_25_member_13	Mito_carr/
Exapal_XM_028662631.1	hexosaminidase_subunit_alpha	CHB_HEX/Glyco_hydro_20b/Glyco_hydro_20/CHB_HEX_C/
Exapal_XM_028662632.1	ADAM_metallopeptidase_domain_17	Pep_M12B_propep/Reprolysin_2/Disintegrin/ADAM17_MPD/
Exapal_XM_028662634.1	solute_carrier_family_22_member_5	Sugar_tr/
Exapal_XM_028662635.1	polycystin_family_receptor_for_egg_jelly	F5_F8_type_C/REJ/GPS/PLAT/PKD_channel/
Exapal_XM_028662638.1	FAT_atypical_cadherin_4	Cadherin/
Exapal_XM_028662640.1	dispatched_RND_transporter_family_member_1	
Exapal_XM_028662641.1		CxC1/KDZ/
Exapal_XM_028662642.1		
Exapal_XM_028662643.1	tyrosyl_DNA_phosphodiesterase_2	UBA_4/
Exapal_XM_028662644.1	fukutin_related_protein	LicD/
Exapal_XM_028662645.1	scavenger_receptor_class_A_member_5	Lectin_C/EGF_3/EGF_CA/SRCR/
Exapal_XM_028662646.1	contactin_associated_protein_1	EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/
Exapal_XM_028662647.1	aggrecan	EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_3/
Exapal_XM_028662648.1		TLD/
Exapal_XM_028662649.1	collagen_type_XI_alpha_1_chain	EGF/COLFI/
Exapal_XM_028662650.1		
Exapal_XM_028662651.1	sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1	PAN_1/Pentaxin/
Exapal_XM_028662653.1	MAM_domain_containing_2	MAM/
Exapal_XM_028662655.1		RVT_1/
Exapal_XM_028662656.1		
Exapal_XM_028662657.1		
Exapal_XM_028662658.1	MAM_and_LDL_receptor_class_A_domain_containing_1	Trypsin/MAM/MAM/MAM/CUB/MAM/MAM/MAM/MAM/
Exapal_XM_028662659.1	MAM_and_LDL_receptor_class_A_domain_containing_1	CUB/MAM/Trypsin/MAM/MAM/CUB/MAM/
Exapal_XM_028662661.1	pescadillo_ribosomal_biogenesis_factor_1	BRCT_2/
Exapal_XM_028662662.1	coagulation_factor_IX	
Exapal_XM_028662663.1	schlafen_family_member_5	AlbA_2/DUF2075/
Exapal_XM_028662664.1	neurofibromin_1	RasGAP/CRAL_TRIO_2/
Exapal_XM_028662666.1	hemicentin_1	TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/
Exapal_XM_028662667.1		
Exapal_XM_028662674.1		
Exapal_XM_028662675.1	translocator_protein	TspO_MBR/
Exapal_XM_028662676.1	ATP_binding_cassette_subfamily_A_member_3	ABC2_membrane_3/ABC_tran/ABC2_membrane_3/ABC_tran/
Exapal_XM_028662677.1	ATP_binding_cassette_subfamily_A_member_3	
Exapal_XM_028662678.1	ADAM_metallopeptidase_with_thrombospondin_type_1_motif_14	TSP_1/
Exapal_XM_028662679.1		MAM/ShK/ShK/ShK/
Exapal_XM_028662680.1		MAM/ShK/ShK/ShK/
Exapal_XM_028662681.1		
Exapal_XM_028662682.1		
Exapal_XM_028662683.1		Death/Death/
Exapal_XM_028662684.1		
